RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,24502,Adam Scott,79.76,804,1008,-243.00
2,0,25804,Bubba Watson,78.32,719,918,-224.00
3,0,28237,Rory McIlroy,78.24,676,864,-235.00
4,0,36699,Patrick Rodgers,78.07,997,1277,-271.00
5,0,25900,Lucas Glover,78.03,941,1206,-251.00
6,0,20229,Stewart Cink,77.66,685,882,-166.00
7,0,24358,Robert Garrigus,77.59,765,986,-238.00
8,0,32102,Rickie Fowler,77.43,892,1152,-276.00
9,0,31323,Gary Woodland,77.17,1078,1397,-307.00
10,0,21209,Sergio Garcia,77.06,430,558,-116.00
11,0,25364,Paul Casey,76.90,789,1026,-210.00
12,0,20691,Greg Owen,76.81,954,1242,-217.00
13,0,29221,Webb Simpson,76.72,801,1044,-220.00
14,0,30944,Jason Kokrak,76.69,1033,1347,-285.00
15,0,24461,Thomas Aiken,76.62,662,864,-173.00
16,0,26951,Johnson Wagner,76.46,1046,1368,-273.00
17,0,27064,Jhonattan Vegas,76.38,1109,1452,-312.00
18,0,32839,Hideki Matsuyama,76.25,796,1044,-241.00
19,0,33141,Keegan Bradley,76.01,862,1134,-233.00
20,0,31646,Emiliano Grillo,75.95,998,1314,-287.00
21,0,32200,Roberto Castro,75.81,1200,1583,-317.00
22,0,26289,Boo Weekley,75.74,968,1278,-262.00
23,0,29420,Billy Horschel,75.73,777,1026,-228.00
24,0,25686,Jason Dufner,75.60,1075,1422,-277.00
25,0,23353,J.J. Henry,75.59,830,1098,-159.00
26,0,29518,Brendan Steele,75.58,938,1241,-249.00
27,0,21961,Charles Howell III,75.53,1074,1422,-312.00
28,0,35451,Scott Pinckney,75.51,965,1278,-251.00
29,0,34264,Hudson Swafford,75.44,1244,1649,-375.00
30,0,26329,Louis Oosthuizen,75.40,570,756,-148.00
31,0,28089,Jason Day,75.21,731,972,-265.00
32,0,34098,Russell Henley,74.96,931,1242,-243.00
33,0,26331,Charl Schwartzel,74.90,755,1008,-215.00
34,0,27936,Martin Laird,74.88,954,1274,-260.00
35,0,24924,Bill Haas,74.83,862,1152,-201.00
36,0,10809,Jim Furyk,74.75,592,792,-137.00
37,0,36689,Brooks Koepka,74.72,807,1080,-271.00
38,0,32150,Michael Thompson,74.66,722,967,-206.00
39,0,12510,Chad Campbell,74.65,1075,1440,-265.00
40,0,33122,Russell Knox,74.53,872,1170,-210.00
41,0,20645,John Senden,74.52,1056,1417,-267.00
42,0,22405,Justin Rose,74.49,657,882,-198.00
43,0,27436,Graham DeLaet,74.48,785,1054,-222.00
44,0,40026,Daniel Berger,74.46,965,1296,-298.00
44,0,25818,Scott Piercy,74.46,866,1163,-236.00
46,0,27129,Luke List,74.44,871,1170,-230.00
47,0,30925,Dustin Johnson,74.42,841,1130,-336.00
47,0,26476,Chez Reavie,74.42,1018,1368,-268.00
49,0,20472,Alex Cejka,74.40,683,918,-189.00
50,0,23320,Ryan Palmer,74.29,1043,1404,-317.00
51,0,23108,Matt Kuchar,74.24,1029,1386,-315.00
52,0,30163,Henrik Norlander,74.16,706,952,-176.00
53,0,32618,Rhein Gibson,74.08,586,791,-140.00
54,0,24140,Sean O'Hair,74.06,1119,1511,-314.00
55,0,27214,Kevin Streelman,74.04,850,1148,-219.00
56,0,37273,Derek Ernst,74.03,573,774,-121.00
57,0,35545,Blayne Barber,73.85,983,1331,-257.00
58,0,31202,William McGirt,73.80,1169,1584,-324.00
59,0,30110,Kyle Stanley,73.59,1045,1420,-263.00
60,0,26758,David Hearn,73.58,1086,1476,-277.00
61,0,46440,Smylie Kaufman,73.46,952,1296,-296.00
62,0,25396,Kevin Na,73.43,912,1242,-253.00
63,0,29476,Kyle Reifers,73.32,1278,1743,-326.00
64,0,37189,Harold Varner III,73.30,1054,1438,-295.00
65,0,27141,J.B. Holmes,73.22,801,1094,-251.00
66,0,28114,Dawie van der Walt,73.21,738,1008,-190.00
67,0,29485,Brett Stegmaier,73.19,988,1350,-255.00
68,0,35879,Kelly Kraft,73.18,592,809,-170.00
69,0,29725,Tony Finau,73.15,1027,1404,-317.00
69,0,25493,Nick Taylor,73.15,869,1188,-228.00
71,0,34431,Robert Streb,73.14,866,1184,-212.00
72,0,27466,Spencer Levin,73.10,1079,1476,-278.00
73,0,26596,Ryan Moore,73.08,855,1170,-256.00
74,0,08075,Jerry Kelly,73.06,789,1080,-188.00
75,0,33448,Justin Thomas,73.04,986,1350,-298.00
76,0,32366,Kevin Chappell,73.01,1025,1404,-279.00
77,0,34174,John Huh,72.95,1033,1416,-248.00
78,0,29720,Andres Gonzales,72.92,840,1152,-213.00
79,0,25632,Jimmy Walker,72.91,926,1270,-314.00
80,0,29268,Bronson Burgoon,72.90,850,1166,-215.00
81,0,33418,Shawn Stefani,72.73,1008,1386,-233.00
82,0,12716,Charley Hoffman,72.61,928,1278,-246.00
82,0,32757,Patton Kizzire,72.61,978,1347,-276.00
84,0,27649,Brandt Snedeker,72.59,980,1350,-291.00
85,0,34046,Jordan Spieth,72.51,757,1044,-277.00
86,0,37455,Si Woo Kim,72.45,1291,1782,-387.00
87,0,33413,Ben Martin,72.43,1043,1440,-303.00
88,0,24024,Zach Johnson,72.41,950,1312,-265.00
89,0,29461,Jamie Lovemark,72.40,1078,1489,-321.00
90,0,01810,Phil Mickelson,72.32,768,1062,-250.00
91,0,29745,Tyler Aldridge,72.31,872,1206,-215.00
91,0,24912,Will MacKenzie,72.31,859,1188,-192.00
93,0,29478,Kevin Kisner,72.22,949,1314,-286.00
94,0,31557,Jim Herman,72.14,922,1278,-199.00
95,0,33399,Adam Hadwin,72.07,1138,1579,-335.00
96,0,34563,Chesson Hadley,71.88,864,1202,-228.00
96,0,26851,Marc Leishman,71.88,841,1170,-234.00
98,0,27963,Chris Stroud,71.82,892,1242,-244.00
99,0,34360,Patrick Reed,71.79,1008,1404,-323.00
100,0,30692,Scott Stallings,71.76,813,1133,-203.00
101,0,25572,Graeme McDowell,71.73,581,810,-151.00
102,0,29926,Danny Lee,71.67,916,1278,-258.00
102,0,25349,Tim Wilkinson,71.67,645,900,-177.00
104,0,23983,Luke Donald,71.66,761,1062,-183.00
105,0,28158,Steve Marino,71.59,718,1003,-183.00
