RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
49,0,32344,Lukas Nemecz,$88632,88632
50,0,34371,Adrien Saddier,$87800,87800
51,0,63454,Johnny Keefer,$86515,86515
52,0,55930,Fred Biondi,$81540,81540
53,0,56100,Ren Yonezawa,$79560,79560
54,0,54422,Christo Lamprecht,$76674,76674
55,0,57737,Jayden Schaper,$76000,76000
56,0,48052,Max Rottluff,$74400,74400
57,0,51661,Nick Bachem,$73350,73350
57,0,48051,Yannik Paul,$73350,73350
57,0,46646,Antoine Rozner,$73350,73350
60,0,49590,Frankie Capan III,$72305,72305
60,0,50474,Tim Widing,$72305,72305
62,0,60065,Ryan Hall,$68020,68020
63,0,46464,Jordan Smith,$66848,66848
64,0,27408,Martin Kaymer,$64715,64715
65,0,36824,Paul Peterson,$63460,63460
66,0,46368,Stuart Macdonald,$61695,61695
67,0,23481,Marcel Siem,$61605,61605
68,0,64594,Angel Hidalgo Portillo,$61000,61000
68,0,35314,Andy Sullivan,$61000,61000
70,0,58359,Mitchell Schow,$59000,59000
71,0,59652,Sam Bennett,$57748,57748
72,0,34500,Ryosuke Kinoshita,$57035,57035
73,0,36852,Jim Knous,$53000,53000
74,0,54869,Chase Johnson,$51000,51000
75,0,39058,Lucas Herbert,$48969,48969
76,0,61193,David Puig,$46501,46501
77,0,37066,Grant Forrest,$45450,45450
78,0,31113,Paul Waring,$45267,45267
79,0,39524,Sean Crocker,$45238,45238
80,0,46443,Brian Campbell,$44546,44546
81,0,45526,Abraham Ancer,$42150,42150
82,0,39958,Jeunghun Wang,$41325,41325
83,0,39436,Joshua Creel,$39200,39200
84,0,60019,Jackson Suber,$39113,39113
85,0,36521,Young-han Song,$38925,38925
86,0,57944,Andy Ogletree,$38275,38275
87,0,20721,Darren Fichardt,$38150,38150
88,0,58944,Blake McShea,$37946,37946
89,0,47917,Takumi Kanaya,$37060,37060
90,0,51734,Nicolo Galletti,$33990,33990
91,0,45194,Marcus Armitage,$33400,33400
92,0,48936,Ugo Coussaud,$31369,31369
92,0,47443,Junghwan Lee,$31369,31369
94,0,57330,Matthis Besard,$30733,30733
94,0,59077,Spencer Cross,$30733,30733
96,0,46879,Naoyuki Kataoka,$29410,29410
97,0,46402,Talor Gooch,$27017,27017
98,0,46405,Sebastian Soderberg,$23538,23538
99,0,37446,Jacques Kruyswijk,$23400,23400
99,0,55420,Cooper Musselman,$23400,23400
99,0,30756,Andrea Pavan,$23400,23400
102,0,63181,Braden Shattuck,$22830,22830
103,0,39859,Cristobal Del Solar,$22194,22194
104,0,46628,Jeremy Wells,$22140,22140
105,0,51151,Todd Clements,$21800,21800
105,0,57688,Casey Jarvis,$21800,21800
107,0,56555,Myles Creighton,$21526,21526
108,0,33870,Ashun Wu,$20700,20700
109,0,35490,Wil Bateman,$20586,20586
110,0,49120,Kensei Hirata,$20358,20358
111,0,57123,Steven Fisk,$20292,20292
112,0,33459,Jens Dantorp,$19440,19440
113,0,46837,Yuxin Lin,$19404,19404
114,0,58188,James Nicholas,$19135,19135
115,0,28340,Julien Guerrier,$18900,18900
116,0,28593,Jesse Mueller,$18392,18392
117,0,58816,Marcus Byrd,$17925,17925
118,0,59567,Emilio Gonzalez,$17654,17654
119,0,46594,Ricardo Gouveia,$17400,17400
119,0,59827,Tom Vaillant,$17400,17400
119,0,29939,Fabrizio Zanotti,$17400,17400
122,0,52411,Kyle Westmoreland,$17200,17200
123,0,32775,Shugo Imahira,$16830,16830
123,0,30852,Ryo Ishikawa,$16830,16830
125,0,48001,Zach Bauchou,$15984,15984
126,0,29675,Dan McCarthy,$15330,15330
127,0,27747,Hiroshi Iwata,$14960,14960
128,0,65465,Connor Jones,$14766,14766
129,0,32686,Takahiro Hataji,$14705,14705
130,0,12195,Tom Johnson,$14563,14563
131,0,46270,Takashi Ogiso,$14280,14280
132,0,33404,Chris Baker,$14007,14007
133,0,55623,Kaito Onishi,$13770,13770
134,0,65423,Egor Eroshenko,$13455,13455
135,0,27506,Oliver Wilson,$13400,13400
136,0,47125,Matt Atkins,$12240,12240
137,0,34607,Francesco Laporta,$10307,10307
138,0,51635,Chris Nido,$10253,10253
139,0,52462,Chase Hanna,$9640,9640
139,0,55509,Hurly Long,$9640,9640
141,0,55074,Sebastian Friedrichsen,$9360,9360
141,0,46404,Marcus Kinhult,$9360,9360
141,0,55940,Andrew Wilson,$9360,9360
144,0,48929,Santiago Tarrio,$9240,9240
145,0,32662,Michael Gligic,$9160,9160
146,0,32627,Espen Kofstad,$9080,9080
147,0,58989,Brandon Berry,$8600,8600
148,0,59570,Tyler Collet,$8360,8360
148,0,51690,Taylor Dickson,$8360,8360
150,0,24494,Erik Compton,$8200,8200
151,0,64052,Angel Ayora,$8120,8120
