RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,21407,Arjun Atwal,83.33
2,0,06567,Vijay Singh,81.48
3,0,06522,Ernie Els,80.00
3,0,02206,David Toms,80.00
5,0,08793,Tiger Woods,77.78
6,0,23623,Bo Van Pelt,77.27
7,0,06621,Joe Durant,75.00
7,0,20157,Retief Goosen,75.00
7,0,20378,Mathias Grönberg,75.00
7,0,23497,Tag Ridings,75.00
7,0,06527,Steve Stricker,75.00
12,0,20229,Stewart Cink,73.91
13,0,08075,Jerry Kelly,73.08
14,0,21646,David Branshaw,72.73
14,0,01313,Steve Elkington,72.73
14,0,23063,Scott Hend,72.73
14,0,01968,Nick Price,72.73
14,0,24502,Adam Scott,72.73
19,0,12680,Shigeki Maruyama,71.43
20,0,23320,Ryan Palmer,70.59
21,0,01527,Scott Hoch,70.00
22,0,01320,Bob Estes,69.23
23,0,01945,Kenny Perry,68.75
24,0,01329,Brad Faxon,68.42
24,0,20433,Mark Hensby,68.42
24,0,06515,Shaun Micheel,68.42
27,0,06004,Stephen Ames,66.67
27,0,23353,J.J. Henry,66.67
27,0,21961,Charles Howell III,66.67
27,0,12660,Jesper Parnevik,66.67
27,0,25345,Carl Pettersson,66.67
27,0,10213,Dicky Pride,66.67
27,0,23621,Rory Sabbatini,66.67
27,0,26287,Roland Thatcher,66.67
35,0,10885,Robert Allenby,65.00
35,0,06332,Neal Lancaster,65.00
37,0,20098,Stuart Appleby,64.71
37,0,01249,John Daly,64.71
39,0,22293,Heath Slocum,64.29
40,0,01226,Fred Couples,63.64
40,0,25686,Jason Dufner,63.64
40,0,20634,Peter Lonard,63.64
43,0,23613,Rich Barcelo,62.50
43,0,22913,John Rollins,62.50
45,0,12510,Chad Campbell,61.90
45,0,01685,J.L. Lewis,61.90
45,0,02104,Jeff Sluman,61.90
48,0,01142,Bart Bryant,61.54
48,0,08339,Spike McRoy,61.54
50,0,01810,Phil Mickelson,61.11
50,0,02106,Chris Smith,61.11
52,0,01948,Tim Petrovic,60.87
53,0,01035,Tommy Armour III,60.00
53,0,23983,Luke Donald,60.00
53,0,12782,Tim Herron,60.00
53,0,10860,Justin Leonard,60.00
53,0,10912,Craig Perks,60.00
53,0,20127,Chris Riley,60.00
53,0,02245,Grant Waite,60.00
53,0,02246,Duffy Waldorf,60.00
53,0,10423,Mike Weir,60.00
