RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,01958,Dan Pohl,27
2,0,01996,Mike Reid,22
3,0,01783,Mark McCumber,19
3,0,01790,Pat McGowan,19
5,0,01042,Paul Azinger,18
5,0,01887,Mark O'Meara,18
5,0,01960,Don Pooley,18
8,0,01060,Dave Barr,16
8,0,01527,Scott Hoch,16
8,0,01682,Wayne Levi,16
11,0,01378,David Frost,15
11,0,01823,Larry Mize,15
11,0,02256,Tom Watson,15
14,0,01150,George Burns,14
14,0,01226,Fred Couples,14
14,0,01633,Tom Kite,14
14,0,01837,Gil Morgan,14
14,0,01876,Greg Norman,14
14,0,02094,Tony Sills,14
20,0,01192,T.C. Chen,13
20,0,01736,Roger Maltbie,13
20,0,01935,Calvin Peete,13
20,0,02023,Clarence Rose,13
20,0,02100,Tim Simpson,13
20,0,02101,Joey Sindelar,13
20,0,02104,Jeff Sluman,13
20,0,02159,Curtis Strange,13
28,0,01945,Kenny Perry,12
28,0,01984,Sam Randolph,12
28,0,02133,Craig Stadler,12
28,0,02160,Ron Streck,12
28,0,02267,D.A. Weibring,12
28,0,02294,Willie Wood,12
34,0,01072,Chip Beck,11
34,0,01161,Mark Calcavecchia,11
34,0,01282,Trevor Dodds,11
34,0,01666,Bernhard Langer,11
34,0,01690,Bruce Lietzke,11
34,0,01943,Chris Perry,11
34,0,01968,Nick Price,11
34,0,02099,Scott Simpson,11
34,0,02223,Bob Tway,11
34,0,02244,Fred Wadsworth,11
34,0,02279,Mark Wiebe,11
45,0,01051,Seve Ballesteros,10
45,0,01098,Jay Don Blake,10
45,0,01175,Jim Carter,10
45,0,01235,Ben Crenshaw,10
45,0,01278,Andy Dillard,10
45,0,01303,Bob Eastwood,10
45,0,01305,Danny Edwards,10
45,0,01346,Ed Fiori,10
45,0,01355,Raymond Floyd,10
45,0,01390,Buddy Gardner,10
45,0,01725,John Mahaffey,10
45,0,01755,Dick Mast,10
45,0,01864,Larry Nelson,10
45,0,02170,Hal Sutton,10
45,0,02190,Doug Tewell,10
45,0,02242,Lanny Wadkins,10
45,0,02255,Denis Watson,10
62,0,01006,John Adams,9
62,0,01132,Mark Brooks,9
62,0,01157,Tom Byrum,9
62,0,01179,Antonio Cerda,9
62,0,01206,Bobby Cole,9
62,0,01284,Mike Donald,9
62,0,01418,Bill Glasson,9
62,0,01457,Jay Haas,9
62,0,01468,Gary Hallberg,9
62,0,01557,John Inman,9
62,0,01648,Billy Kratzert,9
62,0,01706,Davis Love III,9
62,0,01815,Johnny Miller,9
62,0,01838,Mike Morley,9
62,0,01926,Steve Pate,9
62,0,01928,Corey Pavin,9
62,0,01975,Tom Purtzer,9
62,0,02007,Larry Rinker,9
62,0,02049,Gene Sauers,9
62,0,02118,J.C. Snead,9
62,0,02146,Payne Stewart,9
62,0,02241,Bobby Wadkins,9
62,0,02322,Richard Zokol,9
85,0,01039,Perry Arthur,8
85,0,01061,Ray Barr Jr.,8
85,0,01093,Ronnie Black,8
85,0,01103,Charles Bolling,8
85,0,01127,Danny Briggs,8
85,0,01135,Ken Brown,8
85,0,01156,Curt Byrum,8
85,0,01329,Brad Faxon,8
85,0,01361,Dan Forsman,8
85,0,01414,Bob Gilder,8
85,0,01475,Donnie Hammond,8
85,0,01569,Peter Jacobsen,8
85,0,01701,Bob Lohr,8
85,0,01715,Mark Lye,8
85,0,01846,Jodie Mudd,8
85,0,01858,Tommy Nakajima,8
85,0,01871,Mike Nicolette,8
85,0,01931,Rick Pearson,8
85,0,01998,Jack Renner,8
85,0,02087,Don Shirey Jr.,8
85,0,02195,Leonard Thompson,8
85,0,02196,Robert Thompson,8
85,0,02225,Howard Twitty,8
85,0,02239,Scott Verplank,8
109,0,01096,Phil Blackmar,7
109,0,01113,Steve Bowman,7
109,0,01129,Bill Britton,7
109,0,01143,Brad Bryant,7
109,0,01196,Brian Claar,7
109,0,01200,Keith Clearwater,7
109,0,01203,Russ Cochran,7
109,0,01219,John Cook,7
109,0,01261,Jay Delsing,7
109,0,01313,Steve Elkington,7
109,0,01435,Wayne Grady,7
109,0,01499,Mark Hayes,7
109,0,01501,Vance Heafner,7
109,0,01522,Lon Hinkle,7
109,0,01717,Sandy Lyle,7
109,0,01723,Andrew Magee,7
109,0,01771,Blaine McCallister,7
109,0,01782,Mike McCullough,7
109,0,01884,Mac O'Grady,7
109,0,01964,Greg Powers,7
109,0,02033,Dave Rummells,7
109,0,02111,Mike Smith,7
109,0,02126,Bruce Soulsby,7
109,0,02246,Duffy Waldorf,7
109,0,02303,Robert Wrenn,7
109,0,02321,Fuzzy Zoeller,7
135,0,01162,Rex Caldwell,6
135,0,01168,David Canipe,6
135,0,01197,Bobby Clampett,6
135,0,01214,Frank Conner,6
135,0,01331,Rick Fehr,6
135,0,01385,Jim Gallagher Jr.,6
135,0,01444,Ken Green,6
135,0,01469,Dan Halldorson,6
135,0,01495,Morris Hatalsky,6
135,0,01510,Nolan Henke,6
135,0,01571,Barry Jaeckel,6
135,0,01599,Steve Jones,6
135,0,01797,Rocco Mediate,6
135,0,01878,Andy North,6
135,0,01892,Aki Ohmachi,6
135,0,02010,Loren Roberts,6
135,0,02041,Bill Sander,6
135,0,02067,Ted Schulz,6
135,0,02090,Tom Sieckmann,6
135,0,02180,Harry Taylor,6
155,0,01030,Isao Aoki,5
155,0,01033,George Archer,5
155,0,01037,Dewey Arnette,5
155,0,01068,Andy Bean,5
155,0,01077,Mike Bender,5
155,0,01201,Lennie Clements,5
155,0,01205,Jim Colbert,5
155,0,01248,Rick Dalpos,5
155,0,01288,Ed Dougherty,5
155,0,01306,David Edwards,5
155,0,01310,Dave Eichelberger,5
155,0,01392,Tom Garner,5
155,0,01436,David Graham,5
155,0,01446,Brad Greer,5
155,0,01549,Mike Hulbert,5
155,0,01593,Philip Jonas,5
155,0,01639,Kenny Knox,5
155,0,01641,Gary Koch,5
155,0,01662,Greg Ladehoff,5
155,0,01687,Jeff Lewis,5
155,0,01707,Steve Lowery,5
155,0,01777,John McComish,5
155,0,01779,Gary McCord,5
155,0,01851,Bob Murphy,5
155,0,01861,Jim Nelford,5
155,0,01869,Jack Nicklaus,5
155,0,01877,Tim Norris,5
155,0,01891,David Ogrin,5
155,0,01952,Billy Pierot,5
155,0,01986,Joey Rassett,5
155,0,02083,Tom Shaw,5
155,0,02167,Mike Sullivan,5
155,0,02201,Jim Thorpe,5
155,0,02229,Brett Upper,5
155,0,02314,Kermit Zarley,5
190,0,01032,Kikuo Arai,4
190,0,01086,Roy Biancalana,4
190,0,01323,Brad Fabel,4
190,0,01334,Keith Fergus,4
190,0,01425,Ernie Gonzalez,4
190,0,01443,Hubert Green,4
190,0,01448,Tony Grimes,4
190,0,01526,David Hobby,4
190,0,01534,John Horne,4
190,0,01559,Hale Irwin,4
190,0,06308,John Jacobs,4
190,0,01919,Philip Parkin,4
190,0,01949,Mark Pfeil,4
190,0,02002,John Riegger,4
190,0,02016,Bill Rogers,4
190,0,02098,Jim Simons,4
190,0,02131,Mike Springer,4
190,0,02148,Ray Stewart,4
190,0,02152,Dave Stockton,4
190,0,06421,Koichi Suzuki,4
190,0,02213,Lee Trevino,4
190,0,02224,Greg Twiggs,4
190,0,02226,Tray Tyner,4
190,0,02292,Bob Wolcott,4
190,0,02317,Larry Ziegler,4
215,0,01011,Rafael Alarcon,3
215,0,01024,Billy Andrade,3
215,0,01035,Tommy Armour III,3
215,0,01095,Woody Blackburn,3
215,0,01151,Clark Burroughs,3
215,0,01215,Charles Coody,3
215,0,12657,Kevin DeNike,3
215,0,01268,Jim Dent,3
215,0,01326,Nick Faldo,3
215,0,01357,Brian Fogt,3
215,0,01438,Lou Graham,3
215,0,01452,Jeff Grygiel,3
215,0,01477,Phillip Hancock,3
215,0,01513,Denny Hepler,3
215,0,01556,Joe Inman,3
215,0,01584,Doug Johnson,3
215,0,01654,Gary Krueger,3
215,0,01714,Bob Lunn,3
215,0,01724,Jeff Maggert,3
215,0,01787,Mike McGee,3
215,0,01925,Jerry Pate,3
215,0,01938,David Peoples,3
215,0,02031,Griffin Rudolph,3
215,0,02186,Brian Tennyson,3
215,0,02197,Rocky Thompson,3
215,0,02217,Dennis Trixler,3
215,0,02287,Jim Wilson,3
215,0,02300,Ian Woosnam,3
243,0,01013,Buddy Alexander,2
243,0,01081,Bill Bergin,2
243,0,01094,Mike Blackburn,2
243,0,01233,Bruce Crampton,2
243,0,01242,Rod Curl,2
243,0,01256,Rodger Davis,2
243,0,01266,Clark Dennis,2
243,0,01363,John Fought,2
243,0,01401,Al Geiberger,2
243,0,01412,Gibby Gilbert,2
243,0,01464,Chip Hall,2
243,0,01519,Dave Hill,2
243,0,01561,Bill Israelson,2
243,0,01659,Massy Kuramoto,2
243,0,01676,Ted Lehmann,2
243,0,01692,Pat Lindsey,2
243,0,01820,Bobby Mitchell,2
243,0,01867,Bobby Nichols,2
243,0,01872,Lonnie Nielsen,2
243,0,01906,Masashi Jumbo Ozaki,2
243,0,01910,Arnold Palmer,2
243,0,01941,Tom Pernice Jr.,2
243,0,01946,Peter Persons,2
243,0,01954,Gary Pinns,2
243,0,06066,Gary Rusnak,2
243,0,02102,John Slaughter,2
243,0,02270,Mike West,2
243,0,02298,Jim Woodward,2
243,0,02309,Bert Yancey,2
