RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,01522,Lon Hinkle,13,295,0
2,0,01706,Davis Love III,12,279,0
2,0,02246,Duffy Waldorf,12,266,0
4,0,01549,Mike Hulbert,11,387,0
5,0,01926,Steve Pate,10,361,0
6,0,01035,Tommy Armour III,9,351,0
6,0,01313,Steve Elkington,9,325,0
6,0,01599,Steve Jones,9,314,0
6,0,01884,Mac O'Grady,9,172,0
6,0,02133,Craig Stadler,9,265,0
11,0,01098,Jay Don Blake,8,291,0
11,0,01284,Mike Donald,8,357,0
11,0,01444,Ken Green,8,275,0
11,0,01846,Jodie Mudd,8,301,0
11,0,02101,Joey Sindelar,8,315,0
16,0,01162,Rex Caldwell,7,220,0
16,0,01175,Jim Carter,7,335,0
16,0,01197,Bobby Clampett,7,277,0
16,0,01310,Dave Eichelberger,7,323,0
16,0,01323,Brad Fabel,7,277,0
16,0,01418,Bill Glasson,7,263,0
16,0,01527,Scott Hoch,7,299,0
16,0,02023,Clarence Rose,7,325,0
16,0,02033,Dave Rummells,7,306,0
16,0,02170,Hal Sutton,7,313,0
16,0,02195,Leonard Thompson,7,304,0
16,0,02321,Fuzzy Zoeller,7,219,0
28,0,01014,Fulton Allem,6,294,0
28,0,01151,Clark Burroughs,6,205,0
28,0,01161,Mark Calcavecchia,6,279,0
28,0,01226,Fred Couples,6,289,0
28,0,01385,Jim Gallagher Jr.,6,365,0
28,0,01390,Buddy Gardner,6,363,0
28,0,01414,Bob Gilder,6,295,0
28,0,01457,Jay Haas,6,289,0
28,0,01468,Gary Hallberg,6,292,0
28,0,01489,Steve Hart,6,232,0
28,0,01499,Mark Hayes,6,272,0
28,0,01723,Andrew Magee,6,333,0
28,0,01755,Dick Mast,6,267,0
28,0,01766,Billy Mayfair,6,316,0
28,0,01837,Gil Morgan,6,285,0
28,0,01943,Chris Perry,6,341,0
28,0,01984,Sam Randolph,6,191,0
45,0,01068,Andy Bean,5,234,0
45,0,01078,Jim Benepe,5,247,0
