RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
178,0,25892,Steve Wheatcroft,17.49,148,846,181
180,0,20572,Rod Pampling,17.45,223,1278,132
181,0,23800,Bryce Molder,17.42,232,1332,178
182,0,27466,Spencer Levin,17.39,266,1530,100
183,0,20472,Alex Cejka,17.24,239,1386,71
184,0,10809,Jim Furyk,17.21,158,918,80
185,0,23353,J.J. Henry,17.05,264,1548,12
186,0,29476,Kyle Reifers,16.79,266,1584,87
187,0,32200,Roberto Castro,16.75,205,1224,138
188,0,06522,Ernie Els,16.13,151,936,189
189,0,24507,Jason Bohn,15.57,199,1278,154
190,0,25274,Steven Bowditch,13.43,133,990,190
