YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
2022,0,37275,Sam Ryder,3,0.0,0.0,1.0
2022,0,47347,Adam Schenk,3,0.0,0.0,1.0
2022,0,34610,Matthias Schwab,3,0.0,0.0,0.0
2022,0,46340,Alex Smalley,3,0.0,1.0,0.0
2022,0,39324,J.J. Spaun,3,1.0,0.0,0.0
2022,0,34431,Robert Streb,3,0.0,0.0,0.0
2022,0,40115,Adam Svensson,3,0.0,0.0,0.0
2022,0,48699,Callum Tarren,3,0.0,0.0,0.0
2022,0,37189,Harold Varner III,3,0.0,0.0,1.0
2022,0,55708,Hayden Buckley,2,0.0,0.0,0.0
2022,0,52372,Cameron Champ,2,0.0,0.0,0.0
2022,0,20229,Stewart Cink,2,0.0,0.0,0.0
2022,0,28089,Jason Day,2,0.0,0.0,1.0
2022,0,25900,Lucas Glover,2,0.0,0.0,1.0
2022,0,59095,Chris Gotterup,2,0.0,0.0,0.0
2022,0,29974,Branden Grace,2,0.0,0.0,0.0
2022,0,31646,Emiliano Grillo,2,0.0,2.0,0.0
2022,0,39058,Lucas Herbert,2,1.0,0.0,0.0
2022,0,54628,Lee Hodges,2,0.0,0.0,1.0
2022,0,52686,Rasmus Hojgaard,2,0.0,0.0,0.0
2022,0,35461,Beau Hossler,2,0.0,0.0,1.0
2022,0,36801,Mark Hubbard,2,0.0,0.0,1.0
2022,0,34174,John Huh,2,0.0,1.0,0.0
2022,0,36799,Stephan Jaeger,2,0.0,0.0,0.0
2022,0,26300,Matt Jones,2,0.0,1.0,1.0
2022,0,47917,Takumi Kanaya,2,0.0,0.0,0.0
2022,0,33122,Russell Knox,2,0.0,0.0,0.0
2022,0,36689,Brooks Koepka,2,0.0,0.0,1.0
2022,0,33410,Andrew Landry,2,0.0,0.0,0.0
2022,0,32791,K.H. Lee,2,1.0,0.0,0.0
2022,0,55509,Hurly Long,2,0.0,0.0,0.0
2022,0,40162,Justin Lower,2,0.0,0.0,0.0
2022,0,34466,Peter Malnati,2,0.0,0.0,0.0
2022,0,51950,Max McGreevy,2,0.0,1.0,0.0
2022,0,32640,Troy Merritt,2,0.0,0.0,0.0
2022,0,25396,Kevin Na,2,0.0,0.0,0.0
2022,0,36871,Matthew NeSmith,2,0.0,0.0,1.0
2022,0,29908,C.T. Pan,2,0.0,0.0,0.0
2022,0,24361,Pat Perez,2,0.0,0.0,0.0
2022,0,34256,Andrew Putnam,2,0.0,0.0,0.0
2022,0,46414,Aaron Rai,2,0.0,0.0,0.0
2022,0,47983,Chad Ramey,2,1.0,0.0,0.0
2022,0,34360,Patrick Reed,2,0.0,1.0,0.0
2022,0,22405,Justin Rose,2,0.0,0.0,0.0
2022,0,26331,Charl Schwartzel,2,0.0,0.0,0.0
2022,0,27214,Kevin Streelman,2,0.0,1.0,0.0
2022,0,31560,Brian Stuard,2,0.0,0.0,0.0
2022,0,32150,Michael Thompson,2,0.0,0.0,0.0
2022,0,30927,Brendon Todd,2,0.0,0.0,1.0
2022,0,35617,Martin Trainer,2,0.0,0.0,0.0
2022,0,48887,Matt Wallace,2,0.0,0.0,0.0
2022,0,51894,Vince Whaley,2,0.0,0.0,0.0
2022,0,56278,Matthew Wolff,2,0.0,1.0,0.0
2022,0,56676,John Augenstein,1,0.0,0.0,0.0
2022,0,37212,Paul Barjon,1,0.0,0.0,0.0
2022,0,45522,Christiaan Bezuidenhout,1,0.0,1.0,0.0
2022,0,45836,Richard Bland,1,0.0,0.0,0.0
2022,0,28420,Ryan Brehm,1,1.0,0.0,0.0
2022,0,33974,Dean Burmester,1,0.0,0.0,0.0
2022,0,24925,Jonathan Byrd,1,0.0,0.0,0.0
2022,0,25364,Paul Casey,1,0.0,0.0,1.0
2022,0,47959,Bryson DeChambeau,1,0.0,0.0,0.0
2022,0,33653,Thomas Detry,1,0.0,0.0,0.0
2022,0,25369,Jamie Donaldson,1,0.0,0.0,0.0
2022,0,54655,Patrick Flavin,1,0.0,0.0,0.0
2022,0,32102,Rickie Fowler,1,0.0,0.0,1.0
2022,0,29970,Dylan Frittelli,1,0.0,0.0,0.0
2022,0,30750,Tommy Gainey,1,0.0,0.0,1.0
2022,0,21209,Sergio Garcia,1,0.0,0.0,0.0
2022,0,29535,Brice Garnett,1,0.0,0.0,0.0
2022,0,52375,Doug Ghim,1,0.0,0.0,0.0
2022,0,32662,Michael Gligic,1,0.0,0.0,0.0
2022,0,46594,Ricardo Gouveia,1,0.0,0.0,0.0
2022,0,54591,Ben Griffin,1,0.0,0.0,0.0
2022,0,24980,Scott Gutschewski,1,0.0,0.0,0.0
2022,0,57975,Harry Hall,1,0.0,0.0,0.0
2022,0,47988,Nick Hardy,1,0.0,0.0,0.0
2022,0,48372,Marcus Helligkilde,1,0.0,0.0,0.0
2022,0,20433,Mark Hensby,1,0.0,0.0,0.0
2022,0,31557,Jim Herman,1,0.0,0.0,0.0
2022,0,49298,Kramer Hickok,1,0.0,0.0,0.0
2022,0,54421,Garrick Higgo,1,0.0,0.0,0.0
2022,0,33597,Harry Higgs,1,0.0,0.0,0.0
2022,0,12716,Charley Hoffman,1,0.0,0.0,0.0
2022,0,21961,Charles Howell III,1,0.0,0.0,0.0
2022,0,39975,Michael Kim,1,0.0,0.0,0.0
2022,0,37455,Si Woo Kim,1,0.0,0.0,0.0
2022,0,32757,Patton Kizzire,1,0.0,0.0,0.0
2022,0,30944,Jason Kokrak,1,1.0,0.0,0.0
2022,0,27936,Martin Laird,1,0.0,0.0,1.0
2022,0,28775,Nate Lashley,1,0.0,0.0,0.0
2022,0,33413,Ben Martin,1,0.0,1.0,0.0
2022,0,40042,Tyler McCumber,1,0.0,0.0,0.0
2022,0,31202,William McGirt,1,0.0,0.0,0.0
2022,0,25198,Francesco Molinari,1,0.0,0.0,0.0
2022,0,30163,Henrik Norlander,1,0.0,0.0,0.0
2022,0,24140,Sean O'Hair,1,0.0,0.0,0.0
2022,0,33667,Carlos Ortiz,1,0.0,1.0,0.0
2022,0,23320,Ryan Palmer,1,0.0,0.0,0.0
2022,0,25818,Scott Piercy,1,0.0,0.0,0.0
2022,0,53165,Doc Redman,1,0.0,0.0,1.0
2022,0,47856,Seth Reeves,1,0.0,0.0,0.0
2022,0,23621,Rory Sabbatini,1,0.0,0.0,1.0
2022,0,48867,Matti Schmid,1,0.0,0.0,0.0
2022,0,31569,Jason Scrivener,1,0.0,0.0,0.0
2022,0,51890,Greyson Sigg,1,0.0,0.0,0.0
2022,0,29221,Webb Simpson,1,0.0,0.0,0.0
2022,0,50095,Austin Smotherman,1,0.0,0.0,0.0
2022,0,34264,Hudson Swafford,1,1.0,0.0,0.0
2022,0,23325,Vaughn Taylor,1,0.0,0.0,0.0
2022,0,10381,Curtis Thompson,1,0.0,0.0,0.0
2022,0,57364,Michael Thorbjornsen,1,0.0,0.0,0.0
2022,0,32333,Kevin Tway,1,0.0,1.0,0.0
2022,0,40006,Erik van Rooyen,1,0.0,0.0,0.0
2022,0,27064,Jhonattan Vegas,1,0.0,0.0,0.0
2022,0,27095,Nick Watney,1,0.0,1.0,0.0
2022,0,25804,Bubba Watson,1,0.0,0.0,0.0
2022,0,32139,Danny Willett,1,0.0,0.0,0.0
2022,0,54783,Dylan Wu,1,0.0,0.0,0.0
2022,0,45242,Kevin Yu,1,0.0,0.0,0.0
2021,0,46970,Jon Rahm,15,1.0,2.0,2.0
2021,0,45526,Abraham Ancer,9,1.0,1.0,
2021,0,47959,Bryson DeChambeau,9,2.0,1.0,1.0
2021,0,30925,Dustin Johnson,9,1.0,1.0,
2021,0,34046,Jordan Spieth,9,1.0,2.0,2.0
2021,0,40026,Daniel Berger,8,1.0,1.0,
2021,0,47504,Sam Burns,8,1.0,2.0,1.0
2021,0,39997,Corey Conners,8,1.0,,
2021,0,34099,Harris English,8,2.0,1.0,
2021,0,29725,Tony Finau,8,1.0,2.0,
2021,0,36689,Brooks Koepka,8,1.0,2.0,
2021,0,50525,Collin Morikawa,8,2.0,1.0,
2021,0,26329,Louis Oosthuizen,8,4.0,2.0,
2021,0,48081,Xander Schauffele,8,3.0,1.0,
2021,0,46046,Scottie Scheffler,8,1.0,1.0,
2021,0,35891,Cameron Smith,8,1.0,2.0,
2021,0,47483,Will Zalatoris,8,1.0,,
2021,0,35450,Patrick Cantlay,7,4.0,1.0,1.0
2021,0,25364,Paul Casey,7,,,
2021,0,46717,Viktor Hovland,7,1.0,2.0,2.0
2021,0,28237,Rory McIlroy,7,1.0,,
2021,0,33448,Justin Thomas,7,1.0,1.0,1.0
2021,0,29420,Billy Horschel,6,1.0,1.0,
2021,0,34360,Patrick Reed,6,1.0,,
2021,0,29221,Webb Simpson,6,,,
2021,0,40098,Matt Fitzpatrick,5,,,
2021,0,32448,James Hahn,5,,,
2021,0,27644,Brian Harman,5,1.0,,
2021,0,34098,Russell Henley,5,2.0,,
2021,0,12716,Charley Hoffman,5,1.0,1.0,
2021,0,39977,Max Homa,5,1.0,,
2021,0,39971,Sungjae Im,5,1.0,1.0,
2021,0,37455,Si Woo Kim,5,1.0,1.0,
2021,0,32757,Patton Kizzire,5,2.0,,
2021,0,30944,Jason Kokrak,5,2.0,,
2021,0,27129,Luke List,5,,,
2021,0,25396,Kevin Na,5,1.0,2.0,1.0
2021,0,45486,Joaquin Niemann,5,3.0,,
2021,0,40006,Erik van Rooyen,5,1.0,,
2021,0,25804,Bubba Watson,5,,,
2021,0,19803,Ryan Armour,4,,,
2021,0,33141,Keegan Bradley,4,1.0,,
2021,0,21209,Sergio Garcia,4,1.0,,
2021,0,25900,Lucas Glover,4,1.0,,
2021,0,29974,Branden Grace,4,1.0,1.0,
2021,0,31646,Emiliano Grillo,4,1.0,,
2021,0,33399,Adam Hadwin,4,,,
2021,0,34363,Tyrrell Hatton,4,1.0,1.0,
2021,0,35506,Mackenzie Hughes,4,1.0,,
2021,0,30926,Chris Kirk,4,1.0,,
2021,0,29478,Kevin Kisner,4,1.0,1.0,
2021,0,26851,Marc Leishman,4,1.0,1.0,
2021,0,33204,Shane Lowry,4,,,
2021,0,32640,Troy Merritt,4,1.0,,
2021,0,39546,Keith Mitchell,4,1.0,,
2021,0,48822,Sebastián Muñoz,4,1.0,,
2021,0,23320,Ryan Palmer,4,1.0,,
2021,0,28252,Seamus Power,4,1.0,,
2021,0,34256,Andrew Putnam,4,1.0,,
2021,0,53165,Doc Redman,4,1.0,1.0,
2021,0,37275,Sam Ryder,4,1.0,1.0,
2021,0,27214,Kevin Streelman,4,1.0,,
2021,0,33419,Cameron Tringale,4,2.0,,
2021,0,27064,Jhonattan Vegas,4,3.0,,
2021,0,20229,Stewart Cink,3,2.0,,
2021,0,34076,Joel Dahmen,3,1.0,,
2021,0,45157,Cam Davis,3,1.0,1.0,
2021,0,28089,Jason Day,3,,,
2021,0,29970,Dylan Frittelli,3,,,
2021,0,29535,Brice Garnett,3,,,
2021,0,46402,Talor Gooch,3,,,
2021,0,46550,Brandon Hagy,3,1.0,,
2021,0,24024,Zach Johnson,3,,,
2021,0,26300,Matt Jones,3,1.0,,
2021,0,31420,Anirban Lahiri,3,1.0,,
2021,0,49766,Hank Lebioda,3,,,
2021,0,32791,K.H. Lee,3,1.0,1.0,
2021,0,34466,Peter Malnati,3,1.0,,
2021,0,32839,Hideki Matsuyama,3,1.0,2.0,
2021,0,47993,Denny McCarthy,3,1.0,,
2021,0,25198,Francesco Molinari,3,,,
2021,0,27349,Alex Noren,3,,,
2021,0,30163,Henrik Norlander,3,1.0,,
2021,0,33667,Carlos Ortiz,3,1.0,,
2021,0,24138,Ian Poulter,3,1.0,,
2021,0,22405,Justin Rose,3,,,
2021,0,26331,Charl Schwartzel,3,2.0,1.0,
2021,0,29518,Brendan Steele,3,1.0,,
2021,0,49960,Sepp Straka,3,,,
2021,0,31560,Brian Stuard,3,1.0,,
2021,0,34264,Hudson Swafford,3,1.0,1.0,
2021,0,30927,Brendon Todd,3,,,
2021,0,49964,Aaron Wise,3,1.0,,
2021,0,31323,Gary Woodland,3,,,
2021,0,32070,Rafael Campos,2,1.0,1.0,
2021,0,52372,Cameron Champ,2,1.0,,
2021,0,51766,Wyndham Clark,2,1.0,,
2021,0,30911,Tommy Fleetwood,2,,,
2021,0,35310,Lanto Griffin,2,,,
2021,0,49298,Kramer Hickok,2,1.0,,
2021,0,33597,Harry Higgs,2,1.0,,
2021,0,35532,Tom Hoge,2,1.0,,
2021,0,33122,Russell Knox,2,,,
2021,0,28775,Nate Lashley,2,,,
2021,0,35449,Adam Long,2,1.0,,
2021,0,52215,Robert MacIntyre,2,,,
2021,0,40042,Tyler McCumber,2,1.0,,
2021,0,46442,Maverick McNealy,2,1.0,,
2021,0,36871,Matthew NeSmith,2,,,
2021,0,29908,C.T. Pan,2,1.0,,
2021,0,22056,Cameron Percy,2,,,
2021,0,47529,Mito Pereira,2,,,
2021,0,24361,Pat Perez,2,,,
2021,0,47679,Victor Perez,2,,,
2021,0,49771,J.T. Poston,2,1.0,1.0,
2021,0,23621,Rory Sabbatini,2,,,
2021,0,47347,Adam Schenk,2,,,
2021,0,24502,Adam Scott,2,1.0,,
2021,0,33486,Roger Sloan,2,1.0,,
2021,0,27649,Brandt Snedeker,2,,,
2021,0,30692,Scott Stallings,2,1.0,,
2021,0,30110,Kyle Stanley,2,,,
2021,0,35658,Kris Ventura,2,,,
2021,0,27770,Camilo Villegas,2,,,
2021,0,48887,Matt Wallace,2,1.0,,
2021,0,47128,Richy Werenski,2,1.0,,
2021,0,20396,Lee Westwood,2,2.0,,
2021,0,32139,Danny Willett,2,,,
2021,0,56278,Matthew Wolff,2,2.0,,
2021,0,33948,Byeong Hun An,1,,,
2021,0,33120,Mark Anderson,1,,,
2021,0,45522,Christiaan Bezuidenhout,1,,,
2021,0,56630,Akshay Bhatia,1,,,
2021,0,34255,Joseph Bramlett,1,,,
2021,0,29479,Scott Brown,1,,,
2021,0,46435,Austin Cook,1,1.0,,
2021,0,32102,Rickie Fowler,1,,,
2021,0,19846,Brian Gay,1,1.0,,
2021,0,52375,Doug Ghim,1,,,
2021,0,32662,Michael Gligic,1,,,
2021,0,34563,Chesson Hadley,1,1.0,,
2021,0,20766,Padraig Harrington,1,,,
2021,0,26758,David Hearn,1,,,
2021,0,54421,Garrick Higgo,1,1.0,,
2021,0,35461,Beau Hossler,1,,,
2021,0,21961,Charles Howell III,1,,,
2021,0,23108,Matt Kuchar,1,1.0,,
2021,0,27936,Martin Laird,1,1.0,,
2021,0,33410,Andrew Landry,1,,,
2021,0,35104,Tom Lewis,1,,,
2021,0,36326,David Lipsky,1,,,
2021,0,33413,Ben Martin,1,,,
2021,0,25572,Graeme McDowell,1,,,
2021,0,1810,Phil Mickelson,1,1.0,,
2021,0,39834,Guido Migliozzi,1,,,
2021,0,26596,Ryan Moore,1,1.0,,
2021,0,34213,Grayson Murray,1,1.0,,
2021,0,24140,Sean O'Hair,1,,,
2021,0,27942,Rob Oppenheim,1,,,
2021,0,25818,Scott Piercy,1,1.0,,
2021,0,33293,Thomas Pieters,1,,,
2021,0,27556,Ted Potter Jr.,1,,,
2021,0,26476,Chez Reavie,1,1.0,,
2021,0,36699,Patrick Rodgers,1,,,
2021,0,46501,Ollie Schniederjans,1,1.0,,
2021,0,39953,Chase Seiffert,1,1.0,,
2021,0,51890,Greyson Sigg,1,,,
2021,0,39324,J.J. Spaun,1,,,
2021,0,34431,Robert Streb,1,1.0,,
2021,0,6527,Steve Stricker,1,,,
2021,0,50493,Justin Suh,1,,,
2021,0,25493,Nick Taylor,1,,,
2021,0,23325,Vaughn Taylor,1,,,
2021,0,32150,Michael Thompson,1,,,
2021,0,29484,Peter Uihlein,1,1.0,,
2021,0,23623,Bo Van Pelt,1,1.0,,
2021,0,37189,Harold Varner III,1,1.0,,
2021,0,25632,Jimmy Walker,1,,,
2021,0,51894,Vince Whaley,1,,,
2021,0,29454,Bernd Wiesberger,1,,,
2021,0,52374,Brandon Wu,1,,,
2020,0,33448,Justin Thomas,10,3.0,2.0,1.0
2020,-1,47959,Bryson DeChambeau,9,1.0,1.0,1.0
2020,1,46970,Jon Rahm,8,2.0,1.0,1.0
2020,1,34360,Patrick Reed,8,1.0,1.0,
2020,0,29221,Webb Simpson,8,2.0,1.0,2.0
2020,-2,40026,Daniel Berger,7,1.0,1.0,2.0
2020,-2,29725,Tony Finau,7,1.0,1.0,
2020,-2,39971,Sungjae Im,7,1.0,1.0,2.0
2020,3,30925,Dustin Johnson,7,3.0,2.0,
2020,3,28237,Rory McIlroy,7,1.0,2.0,
2020,3,50525,Collin Morikawa,7,2.0,1.0,
2020,3,48081,Xander Schauffele,7,3.0,1.0,
2020,3,46046,Scottie Scheffler,7,2.0,,
2020,-5,34099,Harris English,6,1.0,1.0,
2020,3,34363,Tyrrell Hatton,6,1.0,1.0,
2020,-5,29420,Billy Horschel,6,1.0,,
2020,-5,31323,Gary Woodland,6,1.0,,
2020,-1,33948,Byeong Hun An,5,1.0,,
2020,-1,34076,Joel Dahmen,5,,,
2020,-1,28089,Jason Day,5,,,
2020,-1,40098,Matt Fitzpatrick,5,1.0,,
2020,-1,32839,Hideki Matsuyama,5,1.0,2.0,
2020,6,48822,Sebastián Muñoz,5,1.0,1.0,
2020,-1,23320,Ryan Palmer,5,1.0,,
2020,-1,45526,Abraham Ancer,4,2.0,,
2020,-1,35310,Lanto Griffin,4,1.0,,
2020,-1,34098,Russell Henley,4,,,
2020,-1,39977,Max Homa,4,1.0,,
2020,-1,35506,Mackenzie Hughes,4,1.0,1.0,
2020,-1,29478,Kevin Kisner,4,2.0,,
2020,-1,47993,Denny McCarthy,4,,,
2020,-1,25396,Kevin Na,4,1.0,,
2020,-1,45486,Joaquin Niemann,4,1.0,1.0,
2020,-1,27349,Alex Noren,4,1.0,,
2020,-1,27214,Kevin Streelman,4,2.0,,
2020,-1,30927,Brendon Todd,4,2.0,,
2020,0,19803,Ryan Armour,3,,,
2020,0,35450,Patrick Cantlay,3,1.0,,
2020,0,29970,Dylan Frittelli,3,,,
2020,0,31646,Emiliano Grillo,3,2.0,,
2020,0,33399,Adam Hadwin,3,1.0,,
2020,0,35532,Tom Hoge,3,1.0,,
2020,0,46717,Viktor Hovland,3,1.0,1.0,
2020,0,21961,Charles Howell III,3,1.0,,
2020,0,36801,Mark Hubbard,3,1.0,,
2020,0,30944,Jason Kokrak,3,1.0,,
2020,0,29926,Danny Lee,3,1.0,,
2020,0,26851,Marc Leishman,3,1.0,1.0,1.0
2020,0,35449,Adam Long,3,2.0,,
2020,0,46442,Maverick McNealy,3,,,
2020,0,30163,Henrik Norlander,3,,,
2020,0,33667,Carlos Ortiz,3,1.0,,
2020,0,46441,Robby Shelton,3,1.0,,
2020,0,34046,Jordan Spieth,3,,,
2020,0,29518,Brendan Steele,3,1.0,,
2020,0,49960,Sepp Straka,3,,,
2020,0,25804,Bubba Watson,3,1.0,,
2020,0,47128,Richy Werenski,3,1.0,2.0,
2020,0,32254,Xinjun Zhang,3,,,
2020,0,34021,Bud Cauley,2,,,
2020,0,52372,Cameron Champ,2,1.0,,
2020,0,45157,Cam Davis,2,,,
2020,0,32102,Rickie Fowler,2,,,
2020,0,19846,Brian Gay,2,1.0,,
2020,0,28679,Fabián Gómez,2,1.0,,
2020,0,46402,Talor Gooch,2,,,
2020,0,56762,Will Gordon,2,1.0,,
2020,0,33597,Harry Higgs,2,1.0,,
2020,0,12716,Charley Hoffman,2,,,
2020,0,26300,Matt Jones,2,,,
2020,0,27974,Sung Kang,2,1.0,,
2020,0,36689,Brooks Koepka,2,1.0,,
2020,0,28775,Nate Lashley,2,2.0,,
2020,0,32640,Troy Merritt,2,1.0,,
2020,0,1810,Phil Mickelson,2,1.0,1.0,
2020,0,26596,Ryan Moore,2,,,
2020,0,26329,Louis Oosthuizen,2,1.0,,
2020,0,24361,Pat Perez,2,1.0,,
2020,0,49771,J.T. Poston,2,,,
2020,0,27556,Ted Potter Jr.,2,,,
2020,0,26476,Chez Reavie,2,,,
2020,0,35732,Wes Roach,2,,,
2020,0,22405,Justin Rose,2,1.0,,
2020,0,37275,Sam Ryder,2,1.0,,
2020,0,34610,Matthias Schwab,2,1.0,,
2020,0,26331,Charl Schwartzel,2,1.0,,
2020,0,35891,Cameron Smith,2,1.0,1.0,
2020,0,30692,Scott Stallings,2,,,
2020,0,31560,Brian Stuard,2,,,
2020,0,25493,Nick Taylor,2,1.0,,
2020,0,23325,Vaughn Taylor,2,1.0,,
2020,0,32150,Michael Thompson,2,1.0,,
2020,0,49964,Aaron Wise,2,1.0,,
2020,0,56278,Matthew Wolff,2,1.0,,
2020,0,8793,Tiger Woods,2,1.0,,
2020,0,30978,Kiradech Aphibarnrat,1,,,
2020,0,40058,Zac Blair,1,,,
2020,0,40009,Dominic Bozzelli,1,,,
2020,0,34255,Joseph Bramlett,1,,,
2020,0,29479,Scott Brown,1,1.0,,
2020,0,29268,Bronson Burgoon,1,,,
2020,0,47504,Sam Burns,1,,,
2020,0,12510,Chad Campbell,1,,,
2020,0,34314,Sebastian Cappelen,1,,,
2020,0,25364,Paul Casey,1,1.0,,
2020,0,20229,Stewart Cink,1,,,
2020,0,51766,Wyndham Clark,1,,,
2020,0,39997,Corey Conners,1,,,
2020,0,45609,Tyler Duncan,1,1.0,,
2020,0,30911,Tommy Fleetwood,1,1.0,,
2020,0,21209,Sergio Garcia,1,,,
2020,0,25900,Lucas Glover,1,,,
2020,0,29974,Branden Grace,1,,,
2020,0,27644,Brian Harman,1,1.0,,
2020,0,27554,Scott Harrington,1,1.0,,
2020,0,26758,David Hearn,1,,,
2020,0,31557,Jim Herman,1,1.0,,
2020,0,33490,Bo Hoag,1,,,
2020,0,35461,Beau Hossler,1,,,
2020,0,24024,Zach Johnson,1,,,
2020,0,37455,Si Woo Kim,1,1.0,,
2020,0,32757,Patton Kizzire,1,,,
2020,0,23108,Matt Kuchar,1,1.0,,
2020,0,27936,Martin Laird,1,,,
2020,0,33410,Andrew Landry,1,1.0,,
2020,0,49766,Hank Lebioda,1,1.0,,
2020,0,32791,K.H. Lee,1,,,
2020,0,35104,Tom Lewis,1,1.0,,
2020,0,27129,Luke List,1,,,
2020,0,33204,Shane Lowry,1,,,
2020,0,25572,Graeme McDowell,1,,,
2020,0,24490,George McNeill,1,,,
2020,0,39546,Keith Mitchell,1,,,
2020,0,34213,Grayson Murray,1,,,
2020,0,36871,Matthew NeSmith,1,,,
2020,0,27942,Rob Oppenheim,1,,,
2020,0,22056,Cameron Percy,1,,,
2020,0,47679,Victor Perez,1,,,
2020,0,25818,Scott Piercy,1,,,
2020,0,24138,Ian Poulter,1,,,
2020,0,28252,Seamus Power,1,,,
2020,0,34256,Andrew Putnam,1,,,
2020,0,53165,Doc Redman,1,1.0,,
2020,0,36699,Patrick Rodgers,1,,,
2020,0,24502,Adam Scott,1,1.0,,
2020,0,39953,Chase Seiffert,1,,,
2020,0,27649,Brandt Snedeker,1,1.0,,
2020,0,30110,Kyle Stanley,1,1.0,,
2020,0,34431,Robert Streb,1,,,
2020,0,34264,Hudson Swafford,1,,,
2020,0,27330,Josh Teater,1,1.0,,
2020,0,23788,D.J. Trahan,1,,,
2020,0,33419,Cameron Tringale,1,1.0,,
2020,0,40006,Erik van Rooyen,1,1.0,,
2020,0,37189,Harold Varner III,1,,,
2020,0,27064,Jhonattan Vegas,1,,,
2020,0,48887,Matt Wallace,1,,,
2020,0,31113,Paul Waring,1,,,
2020,0,27095,Nick Watney,1,,,
2020,0,20396,Lee Westwood,1,,,
2020,0,51894,Vince Whaley,1,,,
2020,0,32139,Danny Willett,1,,,
2018,0,30925,Dustin Johnson,12,3.0,2.0,3.0
2018,0,29725,Tony Finau,11,3.0,,
2018,0,22405,Justin Rose,11,2.0,3.0,1.0
2018,0,33448,Justin Thomas,10,3.0,1.0,
2018,0,47959,Bryson DeChambeau,9,3.0,1.0,1.0
2018,0,29221,Webb Simpson,9,1.0,1.0,
2018,0,27644,Brian Harman,8,1.0,,
2018,0,35450,Patrick Cantlay,7,1.0,,
2018,0,34563,Chesson Hadley,7,1.0,1.0,
2018,0,28237,Rory McIlroy,7,1.0,1.0,
2018,0,34360,Patrick Reed,7,1.0,1.0,
2018,0,48081,Xander Schauffele,7,2.0,2.0,
2018,0,35891,Cameron Smith,7,3.0,,
2018,0,8793,Tiger Woods,7,1.0,2.0,
2018,0,30911,Tommy Fleetwood,6,1.0,,
2018,0,32102,Rickie Fowler,6,2.0,,
2018,0,19846,Brian Gay,6,1.0,,
2018,0,31646,Emiliano Grillo,6,2.0,,
2018,0,29420,Billy Horschel,6,1.0,2.0,2.0
2018,0,36689,Brooks Koepka,6,2.0,2.0,
2018,0,26851,Marc Leishman,6,2.0,,
2018,0,1810,Phil Mickelson,6,1.0,1.0,1.0
2018,0,25804,Bubba Watson,6,3.0,,
2018,0,45526,Abraham Ancer,5,,,
2018,0,33141,Keegan Bradley,5,1.0,1.0,
2018,0,26499,Rafa Cabrera Bello,5,1.0,,
2018,0,25364,Paul Casey,5,1.0,1.0,
2018,0,28089,Jason Day,5,2.0,1.0,
2018,0,35461,Beau Hossler,5,2.0,,
2018,0,37455,Si Woo Kim,5,1.0,1.0,
2018,0,33410,Andrew Landry,5,1.0,1.0,
2018,0,27129,Luke List,5,1.0,1.0,
2018,0,25198,Francesco Molinari,5,2.0,1.0,
2018,0,26596,Ryan Moore,5,,,
2018,0,34256,Andrew Putnam,5,1.0,1.0,
2018,0,46970,Jon Rahm,5,1.0,1.0,
2018,0,34046,Jordan Spieth,5,2.0,,
2018,0,30110,Kyle Stanley,5,2.0,,
2018,0,21528,Henrik Stenson,5,1.0,,
2018,0,27214,Kevin Streelman,5,,,
2018,0,33948,Byeong Hun An,4,2.0,,
2018,0,32366,Kevin Chappell,4,,,
2018,0,34363,Tyrrell Hatton,4,1.0,,
2018,0,21961,Charles Howell III,4,,,
2018,0,30926,Chris Kirk,4,,,
2018,0,29478,Kevin Kisner,4,2.0,,
2018,0,32757,Patton Kizzire,4,2.0,,
2018,0,30944,Jason Kokrak,4,1.0,,
2018,0,23108,Matt Kuchar,4,,,
2018,0,31420,Anirban Lahiri,4,,,
2018,0,32839,Hideki Matsuyama,4,,,
2018,0,39546,Keith Mitchell,4,1.0,1.0,
2018,0,25396,Kevin Na,4,1.0,1.0,
2018,0,45486,Joaquin Niemann,4,,,
2018,0,24361,Pat Perez,4,1.0,1.0,
2018,0,24138,Ian Poulter,4,1.0,,
2018,0,29223,Sam Saunders,4,,,
2018,0,27649,Brandt Snedeker,4,1.0,1.0,
2018,0,39324,J.J. Spaun,4,1.0,2.0,
2018,0,29484,Peter Uihlein,4,,,
2018,0,25632,Jimmy Walker,4,1.0,,
2018,0,49964,Aaron Wise,4,1.0,1.0,
2018,0,19803,Ryan Armour,3,1.0,1.0,
2018,0,20229,Stewart Cink,3,1.0,,
2018,0,46435,Austin Cook,3,1.0,,
2018,0,34076,Joel Dahmen,3,1.0,,
2018,0,21209,Sergio Garcia,3,,,
2018,0,33399,Adam Hadwin,3,1.0,,
2018,0,35421,Brandon Harkins,3,,,
2018,0,34098,Russell Henley,3,,,
2018,0,35532,Tom Hoge,3,1.0,,
2018,0,27141,J.B. Holmes,3,1.0,1.0,
2018,0,37454,Whee Kim,3,2.0,,
2018,0,33122,Russell Knox,3,,,
2018,0,35879,Kelly Kraft,3,1.0,1.0,
2018,0,27936,Martin Laird,3,,,
2018,0,29926,Danny Lee,3,,,
2018,0,29461,Jamie Lovemark,3,,,
2018,0,31202,William McGirt,3,,,
2018,0,32640,Troy Merritt,3,1.0,,
2018,0,46601,Trey Mullinax,3,1.0,,
2018,0,27349,Alex Noren,3,1.0,2.0,
2018,0,26329,Louis Oosthuizen,3,1.0,,
