YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,1,0,28252,Seamus Power,3.93,1383,352
2021,2,0,35450,Patrick Cantlay,3.94,2007,509
2021,3,0,30926,Chris Kirk,3.95,1723,436
2021,3,0,50525,Collin Morikawa,3.95,1873,474
2021,3,0,46970,Jon Rahm,3.95,1959,496
2021,3,0,46046,Scottie Scheffler,3.95,2151,544
2021,7,0,45526,Abraham Ancer,3.96,2140,540
2021,8,0,40026,Daniel Berger,3.97,1859,468
2021,8,0,31420,Anirban Lahiri,3.97,1343,338
2021,10,0,33404,Chris Baker,3.98,1106,278
2021,10,0,52375,Doug Ghim,3.98,1853,465
2021,10,0,31646,Emiliano Grillo,3.98,2169,545
2021,10,0,34098,Russell Henley,3.98,1741,437
2021,10,0,33490,Bo Hoag,3.98,1762,443
2021,10,0,46717,Viktor Hovland,3.98,2024,509
2021,10,0,39971,Sungjae Im,3.98,2839,713
2021,10,0,49766,Hank Lebioda,3.98,1471,370
2021,10,0,23320,Ryan Palmer,3.98,1663,418
2021,10,0,29221,Webb Simpson,3.98,1774,446
2021,10,0,33448,Justin Thomas,3.98,2282,574
2021,10,0,33419,Cameron Tringale,3.98,2163,544
2021,10,0,20396,Lee Westwood,3.98,1425,358
2021,23,0,34255,Joseph Bramlett,3.99,1497,375
2021,23,0,45157,Cam Davis,3.99,1601,401
2021,23,0,34099,Harris English,3.99,2018,506
2021,23,0,32448,James Hahn,3.99,1533,384
2021,23,0,30925,Dustin Johnson,3.99,1840,461
2021,23,0,36689,Brooks Koepka,3.99,1719,431
2021,23,0,33204,Shane Lowry,3.99,1703,427
2021,23,0,26329,Louis Oosthuizen,3.99,1809,453
2021,23,0,23621,Rory Sabbatini,3.99,1379,346
2021,23,0,26331,Charl Schwartzel,3.99,1622,407
2021,23,0,34046,Jordan Spieth,3.99,2242,562
2021,23,0,27064,Jhonattan Vegas,3.99,1781,446
2021,35,0,33141,Keegan Bradley,4.0,2252,563
2021,35,0,47504,Sam Burns,4.0,1806,451
2021,35,0,25900,Lucas Glover,4.0,2062,516
2021,35,0,35532,Tom Hoge,4.0,2010,502
2021,35,0,21961,Charles Howell III,4.0,1295,324
2021,35,0,37455,Si Woo Kim,4.0,1674,418
2021,35,0,32839,Hideki Matsuyama,4.0,1924,481
2021,35,0,46442,Maverick McNealy,4.0,1714,428
2021,35,0,39546,Keith Mitchell,4.0,1784,446
2021,35,0,25396,Kevin Na,4.0,1986,497
2021,35,0,24361,Pat Perez,4.0,1909,477
2021,35,0,26476,Chez Reavie,4.0,1822,455
2021,35,0,34360,Patrick Reed,4.0,1772,443
2021,35,0,48081,Xander Schauffele,4.0,1693,423
2021,35,0,33486,Roger Sloan,4.0,1774,443
2021,35,0,49960,Sepp Straka,4.0,1962,490
2021,35,0,23788,D.J. Trahan,4.0,1131,283
2021,35,0,37189,Harold Varner III,4.0,1966,491
2021,35,0,49964,Aaron Wise,4.0,1704,426
2021,54,0,19803,Ryan Armour,4.01,1787,446
2021,54,0,46435,Austin Cook,4.01,1577,393
2021,54,0,47959,Bryson DeChambeau,4.01,2253,562
2021,54,0,29725,Tony Finau,4.01,2517,628
2021,54,0,40098,Matt Fitzpatrick,4.01,1695,423
2021,54,0,32102,Rickie Fowler,4.01,1385,345
2021,54,0,33399,Adam Hadwin,4.01,1893,472
2021,54,0,34363,Tyrrell Hatton,4.01,1210,302
2021,54,0,49298,Kramer Hickok,4.01,1456,363
2021,54,0,32757,Patton Kizzire,4.01,2009,501
2021,54,0,35230,Nelson Ledesma,4.01,1088,271
2021,54,0,28237,Rory McIlroy,4.01,1608,401
2021,54,0,45486,Joaquin Niemann,4.01,2168,540
2021,54,0,39953,Chase Seiffert,4.01,1447,361
2021,54,0,34431,Robert Streb,4.01,1770,441
2021,54,0,27770,Camilo Villegas,4.01,1769,441
2021,70,0,28420,Ryan Brehm,4.02,1177,293
2021,70,0,29268,Bronson Burgoon,4.02,1420,353
2021,70,0,39997,Corey Conners,4.02,2235,556
2021,70,0,34076,Joel Dahmen,4.02,1775,442
2021,70,0,29970,Dylan Frittelli,4.02,1565,389
2021,70,0,32662,Michael Gligic,4.02,1745,434
2021,70,0,27644,Brian Harman,4.02,2133,531
2021,70,0,26758,David Hearn,4.02,1258,313
2021,70,0,12716,Charley Hoffman,4.02,2296,571
2021,70,0,29420,Billy Horschel,4.02,1827,455
2021,70,0,24024,Zach Johnson,4.02,1847,459
2021,70,0,29478,Kevin Kisner,4.02,1653,411
2021,70,0,48822,Sebastián Muñoz,4.02,2265,563
2021,70,0,22056,Cameron Percy,4.02,1344,334
2021,70,0,35891,Cameron Smith,4.02,2092,520
2021,70,0,27214,Kevin Streelman,4.02,2064,514
2021,70,0,31560,Brian Stuard,4.02,2280,567
2021,70,0,25493,Nick Taylor,4.02,1591,396
2021,70,0,27330,Josh Teater,4.02,884,220
2021,70,0,30927,Brendon Todd,4.02,1807,450
2021,70,0,40006,Erik van Rooyen,4.02,1513,376
2021,70,0,27095,Nick Watney,4.02,1139,283
2021,92,0,20229,Stewart Cink,4.03,1896,470
2021,92,0,21209,Sergio Garcia,4.03,1746,433
2021,92,0,46402,Talor Gooch,4.03,1755,435
2021,92,0,29974,Branden Grace,4.03,1738,431
2021,92,0,34563,Chesson Hadley,4.03,1501,372
2021,92,0,39977,Max Homa,4.03,1890,469
2021,92,0,35506,Mackenzie Hughes,4.03,1564,388
2021,92,0,33122,Russell Knox,4.03,1956,485
2021,92,0,32816,Satoshi Kodaira,4.03,1575,391
2021,92,0,32791,K.H. Lee,4.03,2042,507
2021,92,0,34466,Peter Malnati,4.03,1948,483
2021,92,0,33413,Ben Martin,4.03,1226,304
2021,92,0,47993,Denny McCarthy,4.03,1835,455
2021,92,0,30163,Henrik Norlander,4.03,1650,409
2021,92,0,25818,Scott Piercy,4.03,1518,377
2021,92,0,37275,Sam Ryder,4.03,1889,469
2021,92,0,27649,Brandt Snedeker,4.03,1794,445
2021,92,0,30110,Kyle Stanley,4.03,1808,449
2021,92,0,34264,Hudson Swafford,4.03,1796,446
2021,92,0,56278,Matthew Wolff,4.03,1257,312
2021,92,0,47483,Will Zalatoris,4.03,2149,533
2021,113,0,34314,Sebastian Cappelen,4.04,1268,314
2021,113,0,25364,Paul Casey,4.04,1615,400
2021,113,0,28089,Jason Day,4.04,1470,364
2021,113,0,46550,Brandon Hagy,4.04,1548,383
2021,113,0,33597,Harry Higgs,4.04,1445,358
2021,113,0,35461,Beau Hossler,4.04,1572,389
2021,113,0,23108,Matt Kuchar,4.04,1340,332
2021,113,0,24140,Sean O'Hair,4.04,1106,274
2021,113,0,24138,Ian Poulter,4.04,1713,424
2021,113,0,34256,Andrew Putnam,4.04,1768,438
2021,113,0,53165,Doc Redman,4.04,1455,360
2021,113,0,39324,J.J. Spaun,4.04,1414,350
2021,113,0,30692,Scott Stallings,4.04,1527,378
2021,113,0,29518,Brendan Steele,4.04,1393,345
2021,113,0,32333,Kevin Tway,4.04,1163,288
2021,128,0,25686,Jason Dufner,4.05,1833,453
2021,128,0,30911,Tommy Fleetwood,4.05,1293,319
2021,128,0,28679,Fabián Gómez,4.05,1097,271
2021,128,0,30944,Jason Kokrak,4.05,2205,544
2021,128,0,33410,Andrew Landry,4.05,1300,321
2021,128,0,27129,Luke List,4.05,1840,454
2021,128,0,35449,Adam Long,4.05,1781,440
2021,128,0,27942,Rob Oppenheim,4.05,1593,393
2021,128,0,29908,C.T. Pan,4.05,1569,387
2021,128,0,48119,Ben Taylor,4.05,1070,264
2021,128,0,51894,Vince Whaley,4.05,1515,374
2021,139,0,22371,Aaron Baddeley,4.06,1158,285
2021,139,0,23983,Luke Donald,4.06,1089,268
2021,139,0,45609,Tyler Duncan,4.06,1624,400
2021,139,0,29535,Brice Garnett,4.06,1924,474
2021,139,0,48045,Michael Gellerman,4.06,943,232
2021,139,0,34174,John Huh,4.06,1043,257
2021,139,0,26300,Matt Jones,4.06,1857,457
2021,139,0,26851,Marc Leishman,4.06,1640,404
2021,139,0,33667,Carlos Ortiz,4.06,1902,469
2021,139,0,49771,J.T. Poston,4.06,1940,478
2021,139,0,36699,Patrick Rodgers,4.06,2204,543
