YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
2023,0,30925,Dustin Johnson,$520778,520778,0.0
2023,0,45426,Nathan Kimsey,$445423,445423,0.0
2023,0,30852,Ryo Ishikawa,$416080,416080,0.0
2023,0,47987,Cole Hammer,$413611,413611,0.0
2023,0,46464,Jordan Smith,$409884,409884,0.0
2023,0,39113,Shubhankar Sharma,$403350,403350,0.0
2023,0,45486,Joaquin Niemann,$369001,369001,0.0
2023,0,59836,Pierceson Coody,$363960,363960,0.0
2023,0,55955,Matthew Jordan,$326220,326220,0.0
2023,0,36884,Ben Kohles,$310800,310800,0.0
2023,0,59652,Sam Bennett,$303155,303155,0.0
2023,0,22764,Michael Block,$288333,288333,0.0
2023,0,49120,Kensei Hirata,$275188,275188,0.0
2023,0,28521,Ryutaro Nagano,$273762,273762,0.0
2023,0,38991,Alejandro Tosti,$262242,262242,0.0
2023,0,49228,Keita Nakajima,$258303,258303,0.0
2023,0,56781,Isaiah Salinda,$238000,238000,0.0
2023,0,21528,Henrik Stenson,$232875,232875,0.0
2023,0,33459,Jens Dantorp,$224200,224200,0.0
2023,0,28340,Julien Guerrier,$224200,224200,0.0
2023,0,34371,Adrien Saddier,$224200,224200,0.0
2023,0,55721,Alex Fitzpatrick,$224020,224020,0.0
2023,0,37189,Harold Varner III,$215236,215236,0.0
2023,0,37250,Romain Langasque,$202982,202982,0.0
2023,0,34656,Mikumu Horikawa,$197841,197841,0.0
2023,0,37066,Grant Forrest,$197100,197100,0.0
2023,0,55930,Fred Biondi,$188234,188234,0.0
2023,0,39524,Sean Crocker,$188129,188129,0.0
2023,0,34362,Laurie Canter,$187900,187900,0.0
2023,0,46646,Antoine Rozner,$182237,182237,0.0
2023,0,45526,Abraham Ancer,$170404,170404,0.0
2023,0,50992,Brett White,$160583,160583,0.0
2023,0,52514,Trace Crowe,$151933,151933,0.0
2023,0,50223,Ewen Ferguson,$151007,151007,0.0
2023,0,55573,John VanDerLaan,$145108,145108,0.0
2023,0,21209,Sergio Garcia,$143295,143295,0.0
2023,0,63121,William Mouw,$140600,140600,0.0
2023,0,33293,Thomas Pieters,$135210,135210,0.0
2023,0,36514,Yuki Inamori,$133960,133960,0.0
2023,0,48632,Yuto Katsuragawa,$124460,124460,0.0
2023,0,57259,Daniel Brown,$123500,123500,0.0
2023,0,26329,Louis Oosthuizen,$121500,121500,0.0
2023,0,35174,Matthew Southgate,$121500,121500,0.0
2023,0,46405,Sebastian Soderberg,$118634,118634,0.0
2023,0,58669,Jacob Solomon,$117901,117901,0.0
2023,0,45847,JC Ritchie,$114964,114964,0.0
2023,0,46404,Marcus Kinhult,$114456,114456,0.0
2023,0,34310,Alexander Björk,$111536,111536,0.0
2023,0,34579,Alexander Levy,$105306,105306,0.0
2023,0,29485,Brett Stegmaier,$104960,104960,0.0
2023,0,29476,Kyle Reifers,$104076,104076,0.0
2023,0,48051,Yannik Paul,$101598,101598,0.0
2023,0,46402,Talor Gooch,$97200,97200,0.0
2023,0,32815,Masahiro Kawamura,$95950,95950,0.0
2023,0,52287,David Ravetto,$95950,95950,0.0
2023,0,23481,Marcel Siem,$94980,94980,0.0
2023,0,47056,Rikuya Hoshino,$92740,92740,0.0
2023,0,33968,Thorbjørn Olesen,$91916,91916,0.0
2023,0,35778,Kazuki Higa,$91177,91177,0.0
2023,0,61193,David Puig,$85441,85441,0.0
2023,0,45836,Richard Bland,$84113,84113,0.0
2023,0,27506,Oliver Wilson,$84113,84113,0.0
2023,0,59095,Chris Gotterup,$83689,83689,0.0
2023,0,29531,Richie Ramsay,$75280,75280,0.0
2023,0,55707,Calum Hill,$73598,73598,0.0
2023,0,31242,Marcel Schneider,$73598,73598,0.0
2023,0,45523,Thriston Lawrence,$68800,68800,0.0
2023,0,47917,Takumi Kanaya,$68754,68754,0.0
2023,0,35376,Roberto Díaz,$65788,65788,0.0
2023,0,33486,Roger Sloan,$65405,65405,0.0
2023,0,39834,Guido Migliozzi,$65215,65215,0.0
2023,0,28300,Joost Luiten,$63740,63740,0.0
2023,0,39412,Zack Fischer,$60880,60880,0.0
2023,0,55509,Hurly Long,$58725,58725,0.0
2023,0,45194,Marcus Armitage,$57950,57950,0.0
2023,0,59871,Greg Koch,$56170,56170,0.0
2023,0,52666,Sami Valimaki,$56033,56033,0.0
2023,0,50823,Tom McKibbin,$52811,52811,0.0
2023,0,32394,Tapio Pulkkanen,$52811,52811,0.0
2023,0,52095,Christoffer Bring,$52345,52345,0.0
2023,0,31681,Louis de Jager,$52345,52345,0.0
2023,0,57737,Jayden Schaper,$52345,52345,0.0
2023,0,27958,Ryan Blaum,$52341,52341,0.0
2023,0,35469,Sebastián Vázquez,$51817,51817,0.0
2023,0,48640,Johannes Veerman,$51566,51566,0.0
2023,0,55623,Kaito Onishi,$50379,50379,0.0
2023,0,47888,Taiga Semikawa,$48903,48903,0.0
2023,0,47393,Jeffrey Kang,$46916,46916,0.0
2023,0,35087,Bio Kim,$46830,46830,0.0
2023,0,35110,Brett Drewitt,$46426,46426,0.0
2023,0,36521,Young-han Song,$46167,46167,0.0
2023,0,26331,Charl Schwartzel,$46080,46080,0.0
2023,0,30957,Maximilian Kieffer,$44729,44729,0.0
2023,0,35913,Michael Stewart,$43433,43433,0.0
2023,0,51696,Rico Hoey,$43206,43206,0.0
2023,0,29425,Andrew Svoboda,$43200,43200,0.0
2023,0,24494,Erik Compton,$43057,43057,0.0
2023,0,31569,Jason Scrivener,$42560,42560,0.0
2023,0,12195,Tom Johnson,$42532,42532,0.0
2023,0,34575,Adrian Otaegui,$41375,41375,0.0
2023,0,23814,Edoardo Molinari,$40746,40746,0.0
2023,0,65374,Brandon Robinson Thompson,$40500,40500,0.0
2023,0,60004,Jacob Bridgeman,$37190,37190,0.0
2023,0,46550,Brandon Hagy,$36457,36457,0.0
2023,0,32367,Jorge Campillo,$36255,36255,0.0
2023,0,47125,Matt Atkins,$35700,35700,0.0
2023,0,54869,Chase Johnson,$35548,35548,0.0
2023,0,34317,Joakim Lagergren,$34664,34664,0.0
2023,0,59743,Aguri Iwasaki,$34190,34190,0.0
2023,0,51635,Chris Nido,$34175,34175,0.0
2023,0,32775,Shugo Imahira,$32645,32645,0.0
2023,0,32369,Sihwan Kim,$31500,31500,0.0
2023,0,29256,James Morrison,$31223,31223,0.0
2023,0,29670,Pablo Larrazabal,$29750,29750,0.0
2023,0,36837,Julien Brun,$26190,26190,0.0
2023,0,49813,Daniel Hillier,$26190,26190,0.0
2023,0,27330,Josh Teater,$26030,26030,0.0
2023,0,32070,Rafael Campos,$25131,25131,0.0
2023,0,64594,Angel Hidalgo Portillo,$24890,24890,0.0
2023,0,29939,Fabrizio Zanotti,$24352,24352,0.0
2023,0,32797,Sanghyun Park,$24010,24010,0.0
2023,0,33117,Dale Whitnell,$23220,23220,0.0
2023,0,27466,Spencer Levin,$23000,23000,0.0
2023,0,46879,Naoyuki Kataoka,$20570,20570,0.0
2023,0,59442,Parker Coody,$20425,20425,0.0
2023,0,33870,Ashun Wu,$20340,20340,0.0
2023,0,46837,Yuxin Lin,$20244,20244,0.0
2023,0,46368,Stuart Macdonald,$20160,20160,0.0
2023,0,47102,David Micheluzzi,$19855,19855,0.0
2023,0,47850,John Axelsen,$19841,19841,0.0
2023,0,55165,Noah Goodwin,$19841,19841,0.0
2023,0,65280,Niklas Norgaard,$19841,19841,0.0
2023,0,27747,Hiroshi Iwata,$19470,19470,0.0
2023,0,52096,Adri Arnaus,$19170,19170,0.0
2023,0,31273,Gavin Green,$19170,19170,0.0
2023,0,57900,Chandler Phillips,$18868,18868,0.0
2023,0,51366,Riki Kawamoto,$18810,18810,0.0
2023,0,33404,Chris Baker,$18696,18696,0.0
2023,0,35490,Wil Bateman,$18540,18540,0.0
2023,0,50584,Connor Syme,$18360,18360,0.0
2023,0,50154,Joseph Winslow,$18249,18249,0.0
2023,0,63459,Dan Bradbury,$18180,18180,0.0
2023,0,63371,Chanmin Jung,$17850,17850,0.0
2023,0,31016,Tomoharu Otsuki,$17820,17820,0.0
2023,0,52575,Paul O'Hara,$17550,17550,0.0
2023,0,49117,Isidro Benitez,$17548,17548,0.0
2023,0,63455,Ross Steelman,$17466,17466,0.0
2023,0,56003,Yongjun Bae,$17430,17430,0.0
2023,0,60006,Ben Carr,$17388,17388,0.0
2023,0,52583,Sanghun Shin,$17220,17220,0.0
2023,0,49590,Frankie Capan III,$17160,17160,0.0
2023,0,47806,Raul Pereda,$16940,16940,0.0
2023,0,32776,Yeongsu Kim,$16905,16905,0.0
2023,0,49022,Yoseop Seo,$16905,16905,0.0
2023,0,35557,Aaron Cockerill,$16872,16872,0.0
2023,0,10381,Curtis Thompson,$16296,16296,0.0
2023,0,60008,Ford Clegg,$15580,15580,0.0
2023,0,33490,Bo Hoag,$15390,15390,0.0
2023,0,24980,Scott Gutschewski,$14690,14690,0.0
2023,0,47154,Martin Contini,$13780,13780,0.0
2023,0,51363,George Bryan IV,$13325,13325,0.0
2023,0,50762,Alejandro Del Rey,$11172,11172,0.0
2023,0,35314,Andy Sullivan,$10627,10627,0.0
2023,0,48098,Sebastian Garcia Rodriguez,$9356,9356,0.0
2023,0,48293,Mikael Lindberg,$9006,9006,0.0
2023,0,40181,Clément Sordet,$9006,9006,0.0
2023,0,52462,Chase Hanna,$8816,8816,0.0
2023,0,35421,Brandon Harkins,$8664,8664,0.0
2023,0,54364,Stephen Stallings Jr.,$8360,8360,0.0
2022,0,30925,Dustin Johnson,$2302749,1617749,685000.0
2022,0,34360,Patrick Reed,$1560485,1463374,97111.0
2022,0,25396,Kevin Na,$1155513,935513,220000.0
2022,0,21209,Sergio Garcia,$896343,799231,97111.0
2022,0,29974,Branden Grace,$791112,791112,0.0
2022,0,26331,Charl Schwartzel,$772030,772030,0.0
2022,0,25804,Bubba Watson,$610649,513538,97111.0
2022,0,37378,Min Woo Lee,$569732,472621,97111.0
2022,0,25572,Graeme McDowell,$527904,527904,0.0
2022,0,52215,Robert MacIntyre,$519870,461631,58239.0
2022,0,59095,Chris Gotterup,$502471,502471,0.0
2022,0,26329,Louis Oosthuizen,$502136,443897,58239.0
2022,0,47917,Takumi Kanaya,$479322,259322,220000.0
2022,0,52686,Rasmus Hojgaard,$413120,413120,0.0
2022,0,33653,Thomas Detry,$409974,409974,0.0
2022,0,33293,Thomas Pieters,$406280,309169,97111.0
2022,0,20396,Lee Westwood,$404798,346559,58239.0
2022,0,33974,Dean Burmester,$388800,388800,0.0
2022,0,54655,Patrick Flavin,$361749,361749,0.0
2022,0,54591,Ben Griffin,$357700,357700,0.0
2022,0,45836,Richard Bland,$334444,114444,220000.0
2022,0,55509,Hurly Long,$306175,306175,0.0
2022,0,34587,Chan Kim,$273271,273271,0.0
2022,0,39834,Guido Migliozzi,$272827,272827,0.0
2022,0,25369,Jamie Donaldson,$243700,243700,0.0
2022,0,31569,Jason Scrivener,$238842,238842,0.0
2022,0,48018,Sadom Kaewkanjana,$231000,231000,0.0
2022,0,56676,John Augenstein,$220850,220850,0.0
2022,0,57975,Harry Hall,$204750,204750,0.0
2022,0,55789,Taylor Montgomery,$180180,180180,0.0
2022,0,48372,Marcus Helligkilde,$173283,173283,0.0
2022,0,35296,Haotong Li,$172155,172155,0.0
2022,0,46798,Anthony Quayle,$165583,165583,0.0
2022,0,39537,Chris Naegel,$153450,153450,0.0
2022,0,45242,Kevin Yu,$144300,144300,0.0
2022,0,52096,Adri Arnaus,$143413,143413,0.0
2022,0,48051,Yannik Paul,$126528,126528,0.0
2022,0,29454,Bernd Wiesberger,$125350,125350,0.0
2022,0,45523,Thriston Lawrence,$124400,124400,0.0
2022,0,32627,Espen Kofstad,$122629,122629,0.0
2022,0,32775,Shugo Imahira,$118718,118718,0.0
2022,0,27747,Hiroshi Iwata,$118718,118718,0.0
2022,0,48867,Matti Schmid,$118400,118400,0.0
2022,0,39067,MJ Daffue,$116531,116531,0.0
2022,0,46732,Rick Lamb,$116358,116358,0.0
2022,0,46464,Jordan L Smith,$114000,114000,0.0
2022,0,56320,Bryson Nimmer,$112131,112131,0.0
2022,0,26499,Rafa Cabrera Bello,$107888,107888,0.0
2022,0,47154,Martin Contini,$106533,106533,0.0
2022,0,46594,Ricardo Gouveia,$100825,100825,0.0
2022,0,35986,Todd Sinnott,$100331,100331,0.0
2022,0,57362,Austin Eckroat,$92818,92818,0.0
2022,0,39524,Sean Crocker,$89898,89898,0.0
2022,0,54781,Grant Hirschman,$86683,86683,0.0
2022,0,47679,Victor Perez,$77564,77564,0.0
2022,0,39328,Conrad Shindler,$76231,76231,0.0
2022,0,33948,Byeong Hun An,$74259,74259,0.0
2022,0,29256,James Morrison,$73598,73598,0.0
2022,0,52666,Sami Valimaki,$73400,73400,0.0
2022,0,58168,Davis Thompson,$73077,73077,0.0
2022,0,58849,Turk Pettit,$72368,72368,0.0
2022,0,46405,Sebastian Soderberg,$68780,68780,0.0
2022,0,48153,Matthieu Pavon,$67203,67203,0.0
2022,0,47056,Rikuya Hoshino,$66522,66522,0.0
2022,0,26328,Shaun Norris,$64647,64647,0.0
2022,0,29275,Naoto Nakanishi,$63780,63780,0.0
2022,0,34362,Laurie Canter,$63471,63471,0.0
2022,0,54364,Stephen Stallings Jr.,$62874,62874,0.0
2022,0,55893,Sam Stevens,$62198,62198,0.0
2022,0,34364,David Law,$60163,60163,0.0
2022,0,58594,Spencer Ralston,$58275,58275,0.0
2022,0,30957,Maximilian Kieffer,$58100,58100,0.0
2022,0,29370,Mikko Korhonen,$58100,58100,0.0
2022,0,33968,Thorbjørn Olesen,$58100,58100,0.0
2022,0,29936,Ryan Fox,$57400,57400,0.0
2022,0,45194,Marcus Armitage,$51923,51923,0.0
2022,0,50188,S.H. Kim,$51610,51610,0.0
2022,0,33674,Adrian Meronk,$51000,51000,0.0
2022,0,36514,Yuki Inamori,$50098,50098,0.0
2022,0,33689,Jinichiro Kozuma,$50098,50098,0.0
2022,0,31016,Tomoharu Otsuki,$50098,50098,0.0
2022,0,27958,Ryan Blaum,$48910,48910,0.0
2022,0,32252,Nino Bertasio,$47175,47175,0.0
2022,0,35557,Aaron Cockerill,$46174,46174,0.0
2022,0,29939,Fabrizio Zanotti,$46033,46033,0.0
2022,0,31138,Scott Jamieson,$45769,45769,0.0
2022,0,27330,Josh Teater,$45263,45263,0.0
2022,0,47461,Andrew Kozan,$43133,43133,0.0
2022,0,28938,Justin Harding,$41690,41690,0.0
2022,0,48632,Yuto Katsuragawa,$40600,40600,0.0
2022,0,28521,Ryutaro Nagano,$40397,40397,0.0
2022,0,47989,Sam Horsfield,$40048,40048,0.0
2022,0,27909,Wil Besseling,$38511,38511,0.0
2022,0,51491,Brandon Matthews,$37589,37589,0.0
2022,0,34310,Alexander Björk,$37200,37200,0.0
2022,0,34575,Adrian Otaegui,$37200,37200,0.0
2022,0,50584,Connor Syme,$37200,37200,0.0
2022,0,29954,Robert Dinwiddie,$35656,35656,0.0
2022,0,52453,Nicolai Hojgaard,$35656,35656,0.0
2022,0,23802,Brad Kennedy,$35656,35656,0.0
2022,0,45227,Lars Van Meijel,$35656,35656,0.0
2022,0,29476,Kyle Reifers,$35613,35613,0.0
2022,0,33870,Ashun Wu,$35305,35305,0.0
2022,0,33461,Morgan Hoffmann,$34393,34393,0.0
2022,0,48898,David Carey,$33625,33625,0.0
2022,0,28723,John Parry,$33625,33625,0.0
2022,0,54190,Richard Mansell,$32525,32525,0.0
2022,0,32070,Rafael Campos,$32185,32185,0.0
2022,0,54480,Justin De Los Santos,$31763,31763,0.0
2022,0,48933,Ryuichi Oiwa,$31442,31442,0.0
2022,0,46410,Jamie Rutherford,$31075,31075,0.0
2022,0,47579,Kyle Wilshire,$30927,30927,0.0
2022,0,33803,Lucas Bjerregaard,$30308,30308,0.0
2022,0,30996,Mark Baldwin,$30198,30198,0.0
2022,0,59160,John Pak,$28170,28170,0.0
2022,0,27899,Rikard Karlberg,$28150,28150,0.0
2022,0,45478,Julian Suri,$27565,27565,0.0
2022,0,51441,KK Limbhasut,$26527,26527,0.0
2022,0,49801,Preston Stanley,$24391,24391,0.0
2022,0,39327,Ben Silverman,$23679,23679,0.0
2022,0,39262,Alvaro Ortiz,$23287,23287,0.0
2022,0,36837,Julien Brun,$21909,21909,0.0
2022,0,32881,Hugo León,$21909,21909,0.0
2022,0,35706,Niklas Norgaard Moller,$21909,21909,0.0
2022,0,50057,Robin Roussel,$21909,21909,0.0
2022,0,55955,Matthew Jordan,$21840,21840,0.0
2022,0,51287,Ryo Hisatsune,$21791,21791,0.0
2022,0,39201,Nacho Elvira,$20160,20160,0.0
2022,0,50223,Ewen Ferguson,$20160,20160,0.0
2022,0,25841,Marc Warren,$20160,20160,0.0
2022,0,35778,Kazuki Higa,$19900,19900,0.0
2022,0,45396,Tomoyasu Sugiyama,$19900,19900,0.0
2022,0,55412,Mickey DeMorat,$19728,19728,0.0
2022,0,50323,Minkyu Kim,$19598,19598,0.0
2022,0,48098,Sebastian Garcia Rodriguez,$19573,19573,0.0
2022,0,27408,Martin Kaymer,$19439,19439,0.0
2022,0,35376,Roberto Díaz,$19342,19342,0.0
2022,0,46879,Naoyuki Kataoka,$18109,18109,0.0
2022,0,34500,Ryosuke Kinoshita,$18109,18109,0.0
2022,0,34126,Scott Vincent,$18109,18109,0.0
2022,0,52583,Sanghun Shin,$18038,18038,0.0
2022,0,46930,Jaekyeong Lee,$17258,17258,0.0
2022,0,57944,Andy Ogletree,$17234,17234,0.0
2022,0,49022,Yoseop Seo,$16575,16575,0.0
2022,0,47842,Hanbyeol Kim,$16185,16185,0.0
2022,0,58605,Quade Cummins,$15680,15680,0.0
2022,0,50493,Justin Suh,$15680,15680,0.0
2022,0,52091,Blake Kennedy,$15678,15678,0.0
2022,0,34607,Francesco Laporta,$15355,15355,0.0
2022,0,58944,Blake McShea,$14016,14016,0.0
2022,0,32344,Lukas Nemecz,$13505,13505,0.0
2022,0,26503,Alfredo Garcia-Heredia,$10348,10348,0.0
2022,0,33936,Gunner Wiebe,$10348,10348,0.0
2022,0,47846,Pep Angles,$10064,10064,0.0
2022,0,28125,Josh Geary,$9195,9195,0.0
2022,0,35104,Tom Lewis,$9195,9195,0.0
2022,0,29772,Michael Lorenzo-Vera,$9109,9109,0.0
2022,0,33196,Carlos Pigem,$8584,8584,0.0
2022,0,48929,Santiago Tarrio,$8251,8251,0.0
2022,0,27140,Justin Walters,$7955,7955,0.0
2022,0,58967,Trevor Werbylo,$7807,7807,0.0
2022,0,52462,Chase Hanna,$7548,7548,0.0
2022,0,22986,Søren Kjeldsen,$7215,7215,0.0
