YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2013,1,0,29221,Webb Simpson,2.8,56,20
2013,2,0,6527,Steve Stricker,2.86,20,7
2013,3,0,34174,John Huh,2.87,175,61
2013,4,0,35139,Richard Lee,2.88,190,66
2013,4,0,22913,John Rollins,2.88,144,50
2013,6,0,22806,Doug LaBelle II,2.89,165,57
2013,7,0,24138,Ian Poulter,2.9,58,20
2013,8,0,30926,Chris Kirk,2.91,259,89
2013,9,0,23135,Tim Clark,2.92,155,53
2013,9,0,25900,Lucas Glover,2.92,143,49
2013,9,0,25572,Graeme McDowell,2.92,35,12
2013,9,0,27933,John Merrick,2.92,245,84
2013,13,0,20593,Greg Chalmers,2.93,170,58
2013,13,0,28475,Jeff Overton,2.93,167,57
2013,13,0,25345,Carl Pettersson,2.93,234,80
2013,13,0,31560,Brian Stuard,2.93,132,45
2013,13,0,28310,Lee Williams,2.93,120,41
2013,18,0,24227,Justin Bolli,2.94,147,50
2013,18,0,33419,Cameron Tringale,2.94,194,66
2013,20,0,21961,Charles Howell III,2.95,165,56
2013,21,0,6004,Stephen Ames,2.96,133,45
2013,21,0,24357,K.J. Choi,2.96,142,48
2013,21,0,26497,Casey Wittenberg,2.96,201,68
2013,24,0,23638,Brendon de Jonge,2.97,181,61
2013,24,0,29740,Brad Fritsch,2.97,181,61
2013,26,0,28259,Sangmoon Bae,2.98,155,52
2013,26,0,21753,Brian Davis,2.98,155,52
2013,26,0,23409,James Driscoll,2.98,170,57
2013,26,0,27214,Kevin Streelman,2.98,167,56
2013,30,0,24507,Jason Bohn,2.99,212,71
2013,30,0,28500,Martin Flores,2.99,218,73
2013,30,0,23353,J.J. Henry,2.99,224,75
2013,33,0,10809,Jim Furyk,3.0,111,37
2013,33,0,24358,Robert Garrigus,3.0,108,36
2013,33,0,32448,James Hahn,3.0,252,84
2013,33,0,22792,Peter Hanson,3.0,84,28
2013,33,0,30925,Dustin Johnson,3.0,45,15
2013,33,0,23108,Matt Kuchar,3.0,12,4
2013,33,0,1810,Phil Mickelson,3.0,24,8
2013,33,0,24502,Adam Scott,3.0,12,4
2013,33,0,27649,Brandt Snedeker,3.0,57,19
2013,33,0,34046,Jordan Spieth,3.0,126,42
2013,33,0,21528,Henrik Stenson,3.0,84,28
2013,33,0,25804,Bubba Watson,3.0,69,23
2013,45,0,10885,Robert Allenby,3.02,175,58
2013,45,0,24494,Erik Compton,3.02,124,41
2013,45,0,22621,Ben Curtis,3.02,145,48
2013,45,0,12716,Charley Hoffman,3.02,145,48
2013,45,0,22378,Trevor Immelman,3.02,245,81
2013,45,0,36884,Ben Kohles,3.02,181,60
2013,45,0,26596,Ryan Moore,3.02,157,52
2013,45,0,22046,Geoff Ogilvy,3.02,145,48
2013,45,0,24663,Y.E. Yang,3.02,157,52
2013,54,0,25686,Jason Dufner,3.03,112,37
2013,54,0,1320,Bob Estes,3.03,112,37
2013,54,0,24024,Zach Johnson,3.03,182,60
2013,54,0,34360,Patrick Reed,3.03,206,68
2013,54,0,23621,Rory Sabbatini,3.03,182,60
2013,54,0,26331,Charl Schwartzel,3.03,97,32
2013,54,0,27963,Chris Stroud,3.03,212,70
2013,61,0,25274,Steven Bowditch,3.04,158,52
2013,61,0,28679,Fabián Gómez,3.04,137,45
2013,61,0,27408,Martin Kaymer,3.04,85,28
2013,61,0,27503,Steve LeBrun,3.04,170,56
2013,61,0,24490,George McNeill,3.04,167,55
2013,61,0,20691,Greg Owen,3.04,222,73
2013,61,0,23320,Ryan Palmer,3.04,146,48
2013,61,0,22056,Cameron Percy,3.04,207,68
2013,61,0,20396,Lee Westwood,3.04,76,25
2013,70,0,12510,Chad Campbell,3.05,183,60
2013,70,0,34021,Bud Cauley,3.05,171,56
2013,70,0,28455,Will Claxton,3.05,125,41
2013,70,0,20766,Padraig Harrington,3.05,64,21
2013,70,0,34098,Russell Henley,3.05,195,64
2013,70,0,21099,David Lynn,3.05,134,44
2013,70,0,1724,Jeff Maggert,3.05,171,56
2013,70,0,23800,Bryce Molder,3.05,198,65
2013,70,0,26679,Kevin Stadler,3.05,198,65
2013,70,0,33418,Shawn Stefani,3.05,192,63
2013,70,0,32150,Michael Thompson,3.05,195,64
2013,81,0,1116,Michael Bradley,3.06,214,70
2013,81,0,24924,Bill Haas,3.06,107,35
2013,81,0,8075,Jerry Kelly,3.06,199,65
2013,81,0,10860,Justin Leonard,3.06,202,66
2013,81,0,29289,S.Y. Noh,3.06,199,65
2013,81,0,24140,Sean O'Hair,3.06,150,49
2013,81,0,27330,Josh Teater,3.06,190,62
2013,88,0,29479,Scott Brown,3.07,233,76
2013,88,0,20104,Ken Duke,3.07,255,83
2013,88,0,27644,Brian Harman,3.07,178,58
2013,88,0,30944,Jason Kokrak,3.07,221,72
2013,88,0,31202,William McGirt,3.07,224,73
2013,88,0,23497,Tag Ridings,3.07,181,59
2013,88,0,6567,Vijay Singh,3.07,141,46
2013,88,0,27770,Camilo Villegas,3.07,86,28
2013,96,0,30852,Ryo Ishikawa,3.08,188,61
2013,96,0,20572,Rod Pampling,3.08,74,24
2013,96,0,25240,D.A. Points,3.08,197,64
2013,96,0,10213,Dicky Pride,3.08,225,73
2013,96,0,23325,Vaughn Taylor,3.08,111,36
2013,96,0,2206,David Toms,3.08,117,38
2013,96,0,31323,Gary Woodland,3.08,160,52
2013,103,0,20098,Stuart Appleby,3.09,145,47
2013,103,0,28089,Jason Day,3.09,136,44
2013,103,0,33461,Morgan Hoffmann,3.09,176,57
2013,103,0,27129,Luke List,3.09,139,45
2013,103,0,27556,Ted Potter Jr.,3.09,136,44
2013,103,0,20645,John Senden,3.09,204,66
2013,103,0,28780,Nicholas Thompson,3.09,216,70
2013,110,0,24846,Ricky Barnes,3.1,149,48
2013,110,0,32200,Roberto Castro,3.1,223,72
2013,110,0,24781,Hunter Mahan,3.1,130,42
2013,110,0,20443,Jin Park,3.1,155,50
2013,110,0,20160,Charlie Wi,3.1,121,39
2013,115,0,20229,Stewart Cink,3.11,115,37
2013,115,0,34099,Harris English,3.11,137,44
2013,115,0,37273,Derek Ernst,3.11,202,65
2013,115,0,28307,Matt Every,3.11,202,65
2013,115,0,32698,Bobby Gates,3.11,115,37
2013,115,0,6573,Brandt Jobe,3.11,112,36
2013,115,0,22961,David Mathis,3.11,168,54
2013,115,0,22295,Darron Stiles,3.11,190,61
2013,115,0,23788,D.J. Trahan,3.11,87,28
2013,115,0,28135,Aaron Watkins,3.11,87,28
2013,125,0,25444,Justin Hicks,3.12,103,33
2013,126,0,22371,Aaron Baddeley,3.13,238,76
2013,126,0,27895,Jonas Blixt,3.13,166,53
2013,126,0,32366,Kevin Chappell,3.13,216,69
2013,126,0,23541,Ben Crane,3.13,169,54
2013,126,0,6522,Ernie Els,3.13,25,8
2013,126,0,31557,Jim Herman,3.13,100,32
2013,126,0,21731,Freddie Jacobson,3.13,150,48
2013,126,0,27120,Troy Matteson,3.13,200,64
2013,126,0,24361,Pat Perez,3.13,188,60
2013,126,0,26476,Chez Reavie,3.13,150,48
2013,126,0,29518,Brendan Steele,3.13,191,61
2013,137,0,27436,Graham DeLaet,3.14,160,51
2013,137,0,24399,Scott Gardiner,3.14,242,77
2013,137,0,12782,Tim Herron,3.14,113,36
2013,137,0,28092,D.H. Lee,3.14,182,58
2013,137,0,26851,Marc Leishman,3.14,176,56
2013,137,0,25336,Alistair Presnell,3.14,113,36
2013,137,0,30692,Scott Stallings,3.14,245,78
2013,144,0,29420,Billy Horschel,3.15,129,41
2013,144,0,34261,Scott Langley,3.15,205,65
2013,144,0,28237,Rory McIlroy,3.15,63,20
2013,144,0,10423,Mike Weir,3.15,129,41
2013,148,0,30750,Tommy Gainey,3.16,240,76
2013,148,0,8725,Tom Gillis,3.16,117,37
2013,148,0,30163,Henrik Norlander,3.16,218,69
2013,148,0,25818,Scott Piercy,3.16,202,64
2013,148,0,25834,Daniel Summerhays,3.16,177,56
2013,153,0,32102,Rickie Fowler,3.17,38,12
2013,153,0,26300,Matt Jones,3.17,209,66
2013,153,0,27936,Martin Laird,3.17,228,72
2013,153,0,21878,Mark Wilson,3.17,114,36
2013,157,0,19846,Brian Gay,3.18,194,61
2013,158,0,26758,David Hearn,3.19,172,54
2013,158,0,25562,Andres Romero,3.19,115,36
2013,158,0,25632,Jimmy Walker,3.19,300,94
2013,161,0,34431,Robert Streb,3.2,221,69
2013,161,0,29425,Andrew Svoboda,3.2,80,25
2013,161,0,26951,Johnson Wagner,3.2,205,64
2013,161,0,27095,Nick Watney,3.2,141,44
2013,165,0,35539,Luke Guthrie,3.21,196,61
2013,166,0,19970,Robert Karlsson,3.22,132,41
